predicted_rank,partition_id,predicted_score,merged_boundaries
45,0__1__2__3__4__5__6__7__8__9-10__11__12-13__14__15,0.009148721379,"[9, 12]"
46,0__1__2__3__4__5__6__7-8__9-10__11__12__13__14__15,0.009951355292,"[7, 9]"
47,0__1__2-3__4__5__6__7__8__9__10__11__12-13__14__15,0.010565585103,"[2, 12]"
48,0__1__2-3__4__5__6__7-8__9__10__11__12__13__14__15,0.011368219016,"[2, 7]"
49,0__1__2__3__4__5__6__7__8__9-10__11-12__13__14__15,0.01705159437,"[9, 11]"
50,0__1__2__3__4-5__6__7__8__9__10__11__12__13-14__15,0.018042853488,"[4, 13]"
51,0__1__2-3__4__5__6__7__8__9__10__11-12__13__14__15,0.018468458095,"[2, 11]"
52,0-1__2__3__4__5__6__7__8__9__10__11__12__13-14__15,0.018742565571,"[0, 13]"
53,0__1-2__3__4__5__6__7__8__9__10__11__12__13-14__15,0.021111060542,"[1, 13]"
54,0__1__2__3-4__5__6__7__8-9__10__11__12__13__14__15,0.028115577763,"[3, 8]"
55,0__1__2__3__4__5__6__7__8__9__10-11__12__13-14__15,0.028883220617,"[10, 13]"
56,0__1__2__3__4__5__6__7__8-9__10__11__12-13__14__15,0.032174793627,"[8, 12]"
57,0__1__2__3__4-5__6__7__8__9-10__11__12__13__14__15,0.033410071892,"[4, 9]"
58,0-1__2__3__4__5__6__7__8__9-10__11__12__13__14__15,0.034109783975,"[0, 9]"
59,0__1__2-3__4-5__6__7__8__9__10__11__12__13__14__15,0.034826935617,"[2, 4]"
60,0__1__2__3-4__5__6__7__8__9__10__11__12-13__14__15,0.035158702644,"[3, 12]"
61,0-1__2-3__4__5__6__7__8__9__10__11__12__13__14__15,0.035526647699,"[0, 2]"
62,0__1__2__3-4__5__6__7-8__9__10__11__12__13__14__15,0.035961336557,"[3, 7]"
63,0__1-2__3__4__5__6__7__8__9-10__11__12__13__14__15,0.036478278947,"[1, 9]"
64,0__1__2__3__4__5__6__7-8__9__10__11__12-13__14__15,0.040020552422,"[7, 12]"
65,0__1__2__3__4__5__6__7__8-9__10__11-12__13__14__15,0.040077666618,"[8, 11]"
66,0__1__2__3-4__5__6__7__8__9__10__11-12__13__14__15,0.043061575635,"[3, 11]"
67,0__1__2-3__4__5__6__7__8__9__10-11__12__13__14__15,0.045667302746,"[2, 10]"
68,0__1__2__3__4__5__6__7-8__9__10__11-12__13__14__15,0.047923425413,"[7, 11]"
69,0__1__2__3__4-5__6__7__8-9__10__11__12__13__14__15,0.05643614414,"[4, 8]"
70,0-1__2__3__4__5__6__7__8-9__10__11__12__13__14__15,0.057135856223,"[0, 8]"
71,0__1-2__3__4__5__6__7__8-9__10__11__12__13__14__15,0.059504351195,"[1, 8]"
72,0-1__2__3-4__5__6__7__8__9__10__11__12__13__14__15,0.06011976524,"[0, 3]"
73,0__1-2__3-4__5__6__7__8__9__10__11__12__13__14__15,0.062488260212,"[1, 3]"
74,0__1__2__3__4-5__6__7__8__9__10__11__12-13__14__15,0.063479269022,"[4, 12]"
75,0-1__2__3__4__5__6__7__8__9__10__11__12-13__14__15,0.064178981105,"[0, 12]"
76,0__1__2__3__4-5__6__7-8__9__10__11__12__13__14__15,0.064281902935,"[4, 7]"
77,0-1__2__3__4__5__6__7-8__9__10__11__12__13__14__15,0.064981615018,"[0, 7]"
78,0__1-2__3__4__5__6__7__8__9__10__11__12-13__14__15,0.066547476076,"[1, 12]"
79,0__1__2__3__4__5__6__7__8-9__10-11__12__13__14__15,0.06727651127,"[8, 10]"
80,0__1-2__3__4__5__6__7-8__9__10__11__12__13__14__15,0.067350109989,"[1, 7]"
81,0__1__2__3-4__5__6__7__8__9__10-11__12__13__14__15,0.070260420287,"[3, 10]"
82,0__1__2__3__4-5__6__7__8__9__10__11-12__13__14__15,0.071382142013,"[4, 11]"
83,0-1__2__3__4__5__6__7__8__9__10__11-12__13__14__15,0.072081854096,"[0, 11]"
84,0__1__2__3__4__5__6__7__8__9__10-11__12-13__14__15,0.074319636151,"[10, 12]"
85,0__1-2__3__4__5__6__7__8__9__10__11-12__13__14__15,0.074450349067,"[1, 11]"
86,0__1__2__3__4__5__6__7-8__9__10-11__12__13__14__15,0.075122270064,"[7, 10]"
87,0-1__2__3__4-5__6__7__8__9__10__11__12__13__14__15,0.088440331618,"[0, 4]"
88,0__1-2__3__4-5__6__7__8__9__10__11__12__13__14__15,0.09080882659,"[1, 4]"
89,0__1__2__3__4-5__6__7__8__9__10-11__12__13__14__15,0.098580986664,"[4, 10]"
90,0-1__2__3__4__5__6__7__8__9__10-11__12__13__14__15,0.099280698747,"[0, 10]"
91,0__1-2__3__4__5__6__7__8__9__10-11__12__13__14__15,0.101649193719,"[1, 10]"
