choice_rank,mixed_rank,partition_id,nll,delta_nll_vs_native_h16,merged_boundaries,routing_groups,segment_widths
1,0,native_h16,4.36591859810047,0.0,[],16,"[80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80]"
2,1,0__1__2-3__4__5__6-7__8__9-10__11__12__13__14-15,4.994239303256992,0.628320705156522,"[2, 6, 9, 14]",12,"[80, 80, 160, 80, 80, 160, 80, 160, 80, 80, 80, 160]"
3,2,0__1__2-3__4__5__6-7__8-9__10__11__12__13__14-15,4.997433267147777,0.6315146690473066,"[2, 6, 8, 14]",12,"[80, 80, 160, 80, 80, 160, 160, 80, 80, 80, 80, 160]"
4,3,0__1__2__3-4__5__6-7__8-9__10__11__12__13__14-15,5.004151578755906,0.6382329806554354,"[3, 6, 8, 14]",12,"[80, 80, 80, 160, 80, 160, 160, 80, 80, 80, 80, 160]"
5,4,0__1__2__3-4__5__6-7__8__9-10__11__12__13__14-15,5.006173093297964,0.6402544951974933,"[3, 6, 9, 14]",12,"[80, 80, 80, 160, 80, 160, 80, 160, 80, 80, 80, 160]"
6,5,0__1__2-3__4__5__6-7__8__9__10__11-12__13__14-15,5.013045949087581,0.6471273509871107,"[2, 6, 11, 14]",12,"[80, 80, 160, 80, 80, 160, 80, 80, 80, 160, 80, 160]"
7,6,0__1__2-3__4__5-6__7__8__9-10__11__12__13__14-15,5.0133088467058196,0.6473902486053493,"[2, 5, 9, 14]",12,"[80, 80, 160, 80, 160, 80, 80, 160, 80, 80, 80, 160]"
8,7,0__1__2-3__4__5__6-7__8__9__10-11__12__13__14-15,5.018218454843859,0.6522998567433884,"[2, 6, 10, 14]",12,"[80, 80, 160, 80, 80, 160, 80, 80, 160, 80, 80, 160]"
9,8,0__1__2__3__4__5__6-7__8__9-10__11-12__13__14-15,5.020214390778006,0.6542957926775355,"[6, 9, 11, 14]",12,"[80, 80, 80, 80, 80, 80, 160, 80, 160, 160, 80, 160]"
10,9,0__1__2__3__4__5__6-7__8__9-10__11__12-13__14-15,5.020840453262553,0.6549218551620823,"[6, 9, 12, 14]",12,"[80, 80, 80, 80, 80, 80, 160, 80, 160, 80, 160, 160]"
11,10,0__1__2-3__4-5__6-7__8__9__10__11__12__13__14-15,5.022822088743118,0.6569034906426481,"[2, 4, 6, 14]",12,"[80, 80, 160, 160, 160, 80, 80, 80, 80, 80, 80, 160]"
12,11,0__1__2__3__4__5__6-7__8-9__10__11-12__13__14-15,5.024209511478159,0.6582909133776891,"[6, 8, 11, 14]",12,"[80, 80, 80, 80, 80, 80, 160, 160, 80, 160, 80, 160]"
13,12,0-1__2__3__4__5__6-7__8__9-10__11__12__13__14-15,5.028463134318153,0.6625445362176832,"[0, 6, 9, 14]",12,"[160, 80, 80, 80, 80, 160, 80, 160, 80, 80, 80, 160]"
14,13,0__1__2__3__4__5__6-7__8-9__10__11__12-13__14-15,5.028990406677753,0.6630718085772829,"[6, 8, 12, 14]",12,"[80, 80, 80, 80, 80, 80, 160, 160, 80, 80, 160, 160]"
15,14,0__1__2__3__4__5-6__7__8__9-10__11__12-13__14-15,5.02997534715535,0.6640567490548799,"[5, 9, 12, 14]",12,"[80, 80, 80, 80, 80, 160, 80, 80, 160, 80, 160, 160]"
16,15,0__1__2__3-4__5__6-7__8__9__10__11-12__13__14-15,5.030940058643867,0.6650214605433966,"[3, 6, 11, 14]",12,"[80, 80, 80, 160, 80, 160, 80, 80, 80, 160, 80, 160]"
17,16,0__1__2__3-4__5-6__7__8__9-10__11__12__13__14-15,5.031855082115703,0.6659364840152326,"[3, 5, 9, 14]",12,"[80, 80, 80, 160, 160, 80, 80, 160, 80, 80, 80, 160]"
18,17,0__1__2__3-4__5__6-7__8__9__10-11__12__13__14-15,5.032496622464058,0.6665780243635879,"[3, 6, 10, 14]",12,"[80, 80, 80, 160, 80, 160, 80, 80, 160, 80, 80, 160]"
19,18,0__1__2-3__4__5__6-7__8__9-10__11__12__13-14__15,5.033551352697617,0.6676327545971468,"[2, 6, 9, 13]",12,"[80, 80, 160, 80, 80, 160, 80, 160, 80, 80, 160, 80]"
20,19,0__1__2__3-4__5__6-7__8-9__10__11__12__13-14__15,5.033622427070595,0.6677038289701249,"[3, 6, 8, 13]",12,"[80, 80, 80, 160, 80, 160, 160, 80, 80, 80, 160, 80]"
21,20,0__1__2__3-4__5__6-7__8__9-10__11__12__13-14__15,5.034733362095331,0.6688147639948605,"[3, 6, 9, 13]",12,"[80, 80, 80, 160, 80, 160, 80, 160, 80, 80, 160, 80]"
22,21,0-1__2__3__4__5__6-7__8-9__10__11__12__13__14-15,5.03494540780404,0.6690268097035696,"[0, 6, 8, 14]",12,"[160, 80, 80, 80, 80, 160, 160, 80, 80, 80, 80, 160]"
23,22,0__1__2-3__4__5-6__7__8__9-10__11__12__13-14__15,5.035799144416727,0.6698805463162572,"[2, 5, 9, 13]",12,"[80, 80, 160, 80, 160, 80, 80, 160, 80, 80, 160, 80]"
24,23,0__1__2-3__4__5__6-7__8-9__10__11__12__13-14__15,5.036045790417803,0.6701271923173326,"[2, 6, 8, 13]",12,"[80, 80, 160, 80, 80, 160, 160, 80, 80, 80, 160, 80]"
25,24,0__1__2-3__4__5-6__7__8-9__10__11__12__13__14-15,5.036373975106814,0.6704553770063439,"[2, 5, 8, 14]",12,"[80, 80, 160, 80, 160, 80, 160, 80, 80, 80, 80, 160]"
26,25,0__1__2-3__4-5__6-7__8__9__10__11__12__13-14__15,5.036970592081139,0.6710519939806687,"[2, 4, 6, 13]",12,"[80, 80, 160, 160, 160, 80, 80, 80, 80, 80, 160, 80]"
27,26,0-1__2-3__4__5__6-7__8__9__10__11__12__13__14-15,5.040493064611888,0.6745744665114177,"[0, 2, 6, 14]",12,"[160, 160, 80, 80, 160, 80, 80, 80, 80, 80, 80, 160]"
28,27,0__1__2__3-4__5-6__7__8__9-10__11__12__13-14__15,5.041175928050588,0.6752573299501181,"[3, 5, 9, 13]",12,"[80, 80, 80, 160, 160, 80, 80, 160, 80, 80, 160, 80]"
29,28,0__1__2__3__4-5__6-7__8__9__10__11__12-13__14-15,5.041452063376836,0.6755334652763656,"[4, 6, 12, 14]",12,"[80, 80, 80, 80, 160, 160, 80, 80, 80, 80, 160, 160]"
30,29,0__1__2-3__4__5-6__7__8__9__10__11-12__13__14-15,5.041772157216002,0.6758535591155317,"[2, 5, 11, 14]",12,"[80, 80, 160, 80, 160, 80, 80, 80, 80, 160, 80, 160]"
31,30,0-1__2__3-4__5__6-7__8__9__10__11__12__13__14-15,5.043405565465068,0.6774869673645973,"[0, 3, 6, 14]",12,"[160, 80, 160, 80, 160, 80, 80, 80, 80, 80, 80, 160]"
32,31,0__1__2-3__4__5__6-7__8__9__10__11__12-13__14-15,5.043578228992451,0.6776596308919807,"[2, 6, 12, 14]",12,"[80, 80, 160, 80, 80, 160, 80, 80, 80, 80, 160, 160]"
33,32,0__1__2__3__4__5__6-7__8__9-10__11-12__13-14__15,5.044837667329104,0.678919069228634,"[6, 9, 11, 13]",12,"[80, 80, 80, 80, 80, 80, 160, 80, 160, 160, 160, 80]"
34,33,0-1__2__3__4__5__6-7__8__9__10__11__12-13__14-15,5.046139906811458,0.6802213087109878,"[0, 6, 12, 14]",12,"[160, 80, 80, 80, 80, 160, 80, 80, 80, 80, 160, 160]"
35,34,0__1__2__3-4__5__6-7__8__9__10__11__12-13__14-15,5.047125759479004,0.6812071613785342,"[3, 6, 12, 14]",12,"[80, 80, 80, 160, 80, 160, 80, 80, 80, 80, 160, 160]"
36,35,0__1-2__3__4__5__6-7__8-9__10__11__12__13__14-15,5.0476663459897155,0.6817477478892453,"[1, 6, 8, 14]",12,"[80, 160, 80, 80, 80, 160, 160, 80, 80, 80, 80, 160]"
37,36,0__1-2__3__4__5__6-7__8__9-10__11__12__13__14-15,5.047916892919606,0.6819982948191354,"[1, 6, 9, 14]",12,"[80, 160, 80, 80, 80, 160, 80, 160, 80, 80, 80, 160]"
38,37,0__1__2-3__4__5-6__7__8__9__10__11__12-13__14-15,5.048512754319117,0.6825941562186468,"[2, 5, 12, 14]",12,"[80, 80, 160, 80, 160, 80, 80, 80, 80, 80, 160, 160]"
39,38,0__1__2__3__4__5__6-7__8-9__10__11-12__13-14__15,5.048639025739444,0.6827204276389738,"[6, 8, 11, 13]",12,"[80, 80, 80, 80, 80, 80, 160, 160, 80, 160, 160, 80]"
40,39,0__1__2-3__4__5-6__7-8__9__10__11__12__13__14-15,5.049880907798909,0.6839623096984386,"[2, 5, 7, 14]",12,"[80, 80, 160, 80, 160, 160, 80, 80, 80, 80, 80, 160]"
41,40,0__1__2-3__4-5__6-7__8__9-10__11__12__13__14__15,5.049942526999107,0.684023928898637,"[2, 4, 6, 9]",12,"[80, 80, 160, 160, 160, 80, 160, 80, 80, 80, 80, 80]"
42,41,0-1__2__3__4__5__6-7__8__9-10__11__12__13-14__15,5.0505460476246045,0.6846274495241342,"[0, 6, 9, 13]",12,"[160, 80, 80, 80, 80, 160, 80, 160, 80, 80, 160, 80]"
43,42,0__1__2-3__4__5-6__7__8__9__10-11__12__13__14-15,5.052221397034467,0.6863027989339967,"[2, 5, 10, 14]",12,"[80, 80, 160, 80, 160, 80, 80, 80, 160, 80, 80, 160]"
44,43,0__1__2-3__4__5__6-7__8__9-10__11-12__13__14__15,5.052241300208128,0.6863227021076579,"[2, 6, 9, 11]",12,"[80, 80, 160, 80, 80, 160, 80, 160, 160, 80, 80, 80]"
45,44,0__1__2__3-4__5-6__7__8-9__10__11__12__13__14-15,5.053509456321291,0.6875908582208208,"[3, 5, 8, 14]",12,"[80, 80, 80, 160, 160, 80, 160, 80, 80, 80, 80, 160]"
46,45,0__1__2-3__4__5__6-7__8__9__10__11-12__13-14__15,5.054155239727956,0.6882366416274861,"[2, 6, 11, 13]",12,"[80, 80, 160, 80, 80, 160, 80, 80, 80, 160, 160, 80]"
47,46,0__1__2__3__4__5__6-7__8__9__10-11__12-13__14-15,5.055676474249608,0.6897578761491374,"[6, 10, 12, 14]",12,"[80, 80, 80, 80, 80, 80, 160, 80, 80, 160, 160, 160]"
48,47,0__1__2__3-4__5-6__7__8__9__10__11__12-13__14-15,5.056165036101728,0.6902464380012576,"[3, 5, 12, 14]",12,"[80, 80, 80, 160, 160, 80, 80, 80, 80, 80, 160, 160]"
49,48,0__1__2__3-4__5-6__7-8__9__10__11__12__13__14-15,5.056248766469349,0.6903301683688792,"[3, 5, 7, 14]",12,"[80, 80, 80, 160, 160, 160, 80, 80, 80, 80, 80, 160]"
50,49,0__1__2__3__4__5__6-7__8-9__10-11__12__13__14-15,5.056911044339864,0.6909924462393935,"[6, 8, 10, 14]",12,"[80, 80, 80, 80, 80, 80, 160, 160, 160, 80, 80, 160]"
51,50,0-1__2__3__4__5__6-7__8__9__10__11-12__13__14-15,5.057884110034037,0.6919655119335664,"[0, 6, 11, 14]",12,"[160, 80, 80, 80, 80, 160, 80, 80, 80, 160, 80, 160]"
52,51,0__1__2-3__4__5-6__7__8-9__10__11__12__13-14__15,5.058006234416048,0.6920876363155779,"[2, 5, 8, 13]",12,"[80, 80, 160, 80, 160, 80, 160, 80, 80, 80, 160, 80]"
53,52,0__1__2__3__4__5-6__7-8__9-10__11__12__13__14-15,5.0590702734618125,0.6931516753613423,"[5, 7, 9, 14]",12,"[80, 80, 80, 80, 80, 160, 160, 160, 80, 80, 80, 160]"
54,53,0__1__2__3__4__5-6__7-8__9__10__11__12-13__14-15,5.059220025499778,0.6933014273993079,"[5, 7, 12, 14]",12,"[80, 80, 80, 80, 80, 160, 160, 80, 80, 80, 160, 160]"
55,54,0__1-2__3__4__5__6-7__8__9__10__11__12-13__14-15,5.059304687634241,0.6933860895337709,"[1, 6, 12, 14]",12,"[80, 160, 80, 80, 80, 160, 80, 80, 80, 80, 160, 160]"
56,55,0-1__2__3__4__5__6-7__8-9__10__11__12__13-14__15,5.059596208533234,0.693677610432764,"[0, 6, 8, 13]",12,"[160, 80, 80, 80, 80, 160, 160, 80, 80, 80, 160, 80]"
57,56,0__1-2__3-4__5__6-7__8__9__10__11__12__13__14-15,5.060260658040424,0.6943420599399541,"[1, 3, 6, 14]",12,"[80, 160, 160, 80, 160, 80, 80, 80, 80, 80, 80, 160]"
58,57,0__1-2__3__4__5__6-7__8__9__10__11-12__13__14-15,5.0603824831756565,0.6944638850751863,"[1, 6, 11, 14]",12,"[80, 160, 80, 80, 80, 160, 80, 80, 80, 160, 80, 160]"
59,58,0__1__2__3__4__5-6__7__8-9__10__11__12-13__14-15,5.060404743966469,0.6944861458659988,"[5, 8, 12, 14]",12,"[80, 80, 80, 80, 80, 160, 80, 160, 80, 80, 160, 160]"
60,59,0__1__2__3__4__5-6__7-8__9-10__11__12__13-14__15,5.060757612319752,0.6948390142192817,"[5, 7, 9, 13]",12,"[80, 80, 80, 80, 80, 160, 160, 160, 80, 80, 160, 80]"
61,60,0__1__2__3__4__5-6__7__8__9-10__11-12__13__14-15,5.061099778172557,0.6951811800720868,"[5, 9, 11, 14]",12,"[80, 80, 80, 80, 80, 160, 80, 80, 160, 160, 80, 160]"
62,61,0__1__2__3__4-5__6-7__8__9-10__11__12__13-14__15,5.062233802743205,0.696315204642735,"[4, 6, 9, 13]",12,"[80, 80, 80, 80, 160, 160, 80, 160, 80, 80, 160, 80]"
63,62,0__1__2__3-4__5-6__7__8-9__10__11__12__13-14__15,5.063092002887297,0.6971734047868265,"[3, 5, 8, 13]",12,"[80, 80, 80, 160, 160, 80, 160, 80, 80, 80, 160, 80]"
64,63,0__1__2__3__4__5-6__7__8__9-10__11-12__13-14__15,5.063205582422012,0.6972869843215417,"[5, 9, 11, 13]",12,"[80, 80, 80, 80, 80, 160, 80, 80, 160, 160, 160, 80]"
65,64,0__1__2-3__4__5__6-7__8__9__10-11__12__13-14__15,5.063471555942897,0.6975529578424267,"[2, 6, 10, 13]",12,"[80, 80, 160, 80, 80, 160, 80, 80, 160, 80, 160, 80]"
66,65,0__1__2-3__4__5__6-7__8-9__10__11-12__13__14__15,5.064407532748822,0.6984889346483518,"[2, 6, 8, 11]",12,"[80, 80, 160, 80, 80, 160, 160, 80, 160, 80, 80, 80]"
67,66,0-1__2__3__4__5-6__7__8__9__10__11__12-13__14-15,5.064686969111975,0.6987683710115045,"[0, 5, 12, 14]",12,"[160, 80, 80, 80, 160, 80, 80, 80, 80, 80, 160, 160]"
68,67,0__1__2-3__4-5__6-7__8-9__10__11__12__13__14__15,5.065531145675674,0.699612547575204,"[2, 4, 6, 8]",12,"[80, 80, 160, 160, 160, 160, 80, 80, 80, 80, 80, 80]"
69,68,0-1__2__3__4__5-6__7__8__9-10__11__12__13-14__15,5.066116602423137,0.700198004322667,"[0, 5, 9, 13]",12,"[160, 80, 80, 80, 160, 80, 80, 160, 80, 80, 160, 80]"
70,69,0__1__2__3-4__5__6-7__8__9__10__11-12__13-14__15,5.066171390686334,0.7002527925858635,"[3, 6, 11, 13]",12,"[80, 80, 80, 160, 80, 160, 80, 80, 80, 160, 160, 80]"
71,70,0__1__2__3-4__5-6__7__8__9__10__11-12__13__14-15,5.067823190959435,0.7019045928589644,"[3, 5, 11, 14]",12,"[80, 80, 80, 160, 160, 80, 80, 80, 80, 160, 80, 160]"
72,71,0__1__2-3__4__5-6__7__8__9__10__11-12__13-14__15,5.068051423961233,0.7021328258607626,"[2, 5, 11, 13]",12,"[80, 80, 160, 80, 160, 80, 80, 80, 80, 160, 160, 80]"
73,72,0__1-2__3__4__5__6-7__8-9__10__11__12__13-14__15,5.068073290883621,0.702154692783151,"[1, 6, 8, 13]",12,"[80, 160, 80, 80, 80, 160, 160, 80, 80, 80, 160, 80]"
74,73,0__1-2__3__4__5__6-7__8__9-10__11__12__13-14__15,5.068230632230101,0.7023120341296307,"[1, 6, 9, 13]",12,"[80, 160, 80, 80, 80, 160, 80, 160, 80, 80, 160, 80]"
75,74,0__1__2-3__4__5-6__7__8__9-10__11-12__13__14__15,5.069295225954475,0.7033766278540048,"[2, 5, 9, 11]",12,"[80, 80, 160, 80, 160, 80, 80, 160, 160, 80, 80, 80]"
76,75,0-1__2__3__4__5-6__7__8__9-10__11__12__13__14-15,5.069628875393089,0.7037102772926191,"[0, 5, 9, 14]",12,"[160, 80, 80, 80, 160, 80, 80, 160, 80, 80, 80, 160]"
77,76,0__1__2__3-4__5-6__7-8__9__10__11__12__13-14__15,5.069805830921013,0.7038872328205423,"[3, 5, 7, 13]",12,"[80, 80, 80, 160, 160, 160, 80, 80, 80, 80, 160, 80]"
78,77,0__1__2__3__4-5__6-7__8-9__10__11__12__13-14__15,5.070751586384554,0.7048329882840836,"[4, 6, 8, 13]",12,"[80, 80, 80, 80, 160, 160, 160, 80, 80, 80, 160, 80]"
79,78,0__1__2__3__4-5__6-7__8__9-10__11__12-13__14__15,5.071150653406555,0.7052320553060847,"[4, 6, 9, 12]",12,"[80, 80, 80, 80, 160, 160, 80, 160, 80, 160, 80, 80]"
80,79,0-1__2__3-4__5__6-7__8__9__10__11__12__13-14__15,5.0714285138298925,0.7055099157294222,"[0, 3, 6, 13]",12,"[160, 80, 160, 80, 160, 80, 80, 80, 80, 80, 160, 80]"
81,80,0__1__2__3-4__5__6-7__8__9__10-11__12__13-14__15,5.0715551343714615,0.7056365362709913,"[3, 6, 10, 13]",12,"[80, 80, 80, 160, 80, 160, 80, 80, 160, 80, 160, 80]"
82,81,0-1__2-3__4__5__6-7__8__9-10__11__12__13__14__15,5.071630521720222,0.7057119236197522,"[0, 2, 6, 9]",12,"[160, 160, 80, 80, 160, 80, 160, 80, 80, 80, 80, 80]"
83,82,0__1__2__3__4-5__6-7__8__9__10__11-12__13-14__15,5.071913813798892,0.7059952156984215,"[4, 6, 11, 13]",12,"[80, 80, 80, 80, 160, 160, 80, 80, 80, 160, 160, 80]"
84,83,0__1__2-3__4__5-6__7-8__9__10__11__12__13-14__15,5.07251886468479,0.7066002665843198,"[2, 5, 7, 13]",12,"[80, 80, 160, 80, 160, 160, 80, 80, 80, 80, 160, 80]"
85,84,0__1__2-3__4__5-6__7-8__9-10__11__12__13__14__15,5.072781716157498,0.7068631180570275,"[2, 5, 7, 9]",12,"[80, 80, 160, 80, 160, 160, 160, 80, 80, 80, 80, 80]"
86,85,0-1__2-3__4__5-6__7__8__9__10__11__12__13__14-15,5.073448834647648,0.7075302365471776,"[0, 2, 5, 14]",12,"[160, 160, 80, 160, 80, 80, 80, 80, 80, 80, 80, 160]"
87,86,0-1__2__3__4__5__6-7__8__9__10-11__12__13__14-15,5.073501826497933,0.7075832283974623,"[0, 6, 10, 14]",12,"[160, 80, 80, 80, 80, 160, 80, 80, 160, 80, 80, 160]"
88,87,0__1__2__3-4__5__6-7__8__9-10__11-12__13__14__15,5.073717258076747,0.7077986599762767,"[3, 6, 9, 11]",12,"[80, 80, 80, 160, 80, 160, 80, 160, 160, 80, 80, 80]"
89,88,0__1__2-3__4-5__6-7__8__9__10__11-12__13__14__15,5.074129530644719,0.7082109325442492,"[2, 4, 6, 11]",12,"[80, 80, 160, 160, 160, 80, 80, 80, 160, 80, 80, 80]"
90,89,0__1__2__3__4-5__6-7__8__9__10__11-12__13__14-15,5.074791931103868,0.7088733330033978,"[4, 6, 11, 14]",12,"[80, 80, 80, 80, 160, 160, 80, 80, 80, 160, 80, 160]"
91,90,0__1-2__3__4__5-6__7__8__9__10__11__12-13__14-15,5.075065281850269,0.7091466837497986,"[1, 5, 12, 14]",12,"[80, 160, 80, 80, 160, 80, 80, 80, 80, 80, 160, 160]"
92,91,0__1__2__3__4-5__6-7__8__9-10__11__12__13__14-15,5.075511511935983,0.7095929138355128,"[4, 6, 9, 14]",12,"[80, 80, 80, 80, 160, 160, 80, 160, 80, 80, 80, 160]"
93,92,0-1__2-3__4__5__6-7__8__9__10__11__12__13-14__15,5.075544462176013,0.7096258640755426,"[0, 2, 6, 13]",12,"[160, 160, 80, 80, 160, 80, 80, 80, 80, 80, 160, 80]"
94,93,0__1__2__3-4__5-6__7__8__9__10-11__12__13__14-15,5.076266795425937,0.7103481973254668,"[3, 5, 10, 14]",12,"[80, 80, 80, 160, 160, 80, 80, 80, 160, 80, 80, 160]"
95,94,0__1-2__3__4__5-6__7__8__9-10__11__12__13-14__15,5.078150243936279,0.7122316458358089,"[1, 5, 9, 13]",12,"[80, 160, 80, 80, 160, 80, 80, 160, 80, 80, 160, 80]"
96,95,0__1__2-3__4__5__6-7__8-9__10-11__12__13__14__15,5.078173788877993,0.7122551907775225,"[2, 6, 8, 10]",12,"[80, 80, 160, 80, 80, 160, 160, 160, 80, 80, 80, 80]"
97,96,0__1__2__3__4__5-6__7__8__9__10-11__12-13__14-15,5.078551025800808,0.7126324277003375,"[5, 10, 12, 14]",12,"[80, 80, 80, 80, 80, 160, 80, 80, 80, 160, 160, 160]"
98,97,0__1__2-3__4__5-6__7__8__9-10__11__12-13__14__15,5.079109307491418,0.7131907093909478,"[2, 5, 9, 12]",12,"[80, 80, 160, 80, 160, 80, 80, 160, 80, 160, 80, 80]"
99,98,0__1__2-3__4__5-6__7__8__9__10-11__12__13-14__15,5.079183710402175,0.7132651123017046,"[2, 5, 10, 13]",12,"[80, 80, 160, 80, 160, 80, 80, 80, 160, 80, 160, 80]"
100,99,0-1__2__3-4__5__6-7__8__9-10__11__12__13__14__15,5.080656738691433,0.7147381405909625,"[0, 3, 6, 9]",12,"[160, 80, 160, 80, 160, 80, 160, 80, 80, 80, 80, 80]"
101,100,0__1__2__3-4__5__6-7__8-9__10__11-12__13__14__15,5.081180616324715,0.7152620182242444,"[3, 6, 8, 11]",12,"[80, 80, 80, 160, 80, 160, 160, 80, 160, 80, 80, 80]"
102,101,0__1__2__3__4-5__6-7__8-9__10__11__12__13__14-15,5.081913054513792,0.7159944564133216,"[4, 6, 8, 14]",12,"[80, 80, 80, 80, 160, 160, 160, 80, 80, 80, 80, 160]"
103,102,0__1-2__3__4__5-6__7__8__9-10__11__12__13__14-15,5.082167361605319,0.7162487635048489,"[1, 5, 9, 14]",12,"[80, 160, 80, 80, 160, 80, 80, 160, 80, 80, 80, 160]"
104,103,0__1__2__3-4__5-6__7-8__9-10__11__12__13__14__15,5.083297697796267,0.7173790996957967,"[3, 5, 7, 9]",12,"[80, 80, 80, 160, 160, 160, 160, 80, 80, 80, 80, 80]"
105,104,0__1__2-3__4-5__6-7__8__9__10__11__12-13__14__15,5.083365597916022,0.7174469998155519,"[2, 4, 6, 12]",12,"[80, 80, 160, 160, 160, 80, 80, 80, 80, 160, 80, 80]"
106,105,0__1-2__3__4__5__6-7__8__9__10-11__12__13__14-15,5.083701199916567,0.7177826018160971,"[1, 6, 10, 14]",12,"[80, 160, 80, 80, 80, 160, 80, 80, 160, 80, 80, 160]"
107,106,0-1__2__3-4__5-6__7__8__9__10__11__12__13__14-15,5.084154401706461,0.7182358036059906,"[0, 3, 5, 14]",12,"[160, 80, 160, 160, 80, 80, 80, 80, 80, 80, 80, 160]"
108,107,0__1__2__3__4__5__6-7__8-9__10-11__12__13-14__15,5.084569068714787,0.7186504706143166,"[6, 8, 10, 13]",12,"[80, 80, 80, 80, 80, 80, 160, 160, 160, 80, 160, 80]"
109,108,0__1-2__3__4__5__6-7__8__9__10__11-12__13-14__15,5.084795439115134,0.718876841014664,"[1, 6, 11, 13]",12,"[80, 160, 80, 80, 80, 160, 80, 80, 80, 160, 160, 80]"
110,109,0__1-2__3-4__5__6-7__8__9__10__11__12__13-14__15,5.084871064649416,0.718952466548946,"[1, 3, 6, 13]",12,"[80, 160, 160, 80, 160, 80, 80, 80, 80, 80, 160, 80]"
111,110,0-1__2__3__4__5__6-7__8__9-10__11__12-13__14__15,5.085160239118052,0.7192416410175815,"[0, 6, 9, 12]",12,"[160, 80, 80, 80, 80, 160, 80, 160, 80, 160, 80, 80]"
112,111,0__1__2__3__4__5-6__7-8__9-10__11__12-13__14__15,5.085208132586288,0.7192895344858181,"[5, 7, 9, 12]",12,"[80, 80, 80, 80, 80, 160, 160, 160, 80, 160, 80, 80]"
113,112,0__1__2__3-4__5-6__7__8__9__10__11-12__13-14__15,5.085300859934191,0.7193822618337204,"[3, 5, 11, 13]",12,"[80, 80, 80, 160, 160, 80, 80, 80, 80, 160, 160, 80]"
114,113,0__1__2__3__4__5-6__7-8__9__10__11-12__13__14-15,5.085610652133051,0.7196920540325804,"[5, 7, 11, 14]",12,"[80, 80, 80, 80, 80, 160, 160, 80, 80, 160, 80, 160]"
115,114,0-1__2-3__4__5-6__7__8__9-10__11__12__13__14__15,5.087098547673528,0.7211799495730578,"[0, 2, 5, 9]",12,"[160, 160, 80, 160, 80, 80, 160, 80, 80, 80, 80, 80]"
116,115,0__1__2__3__4__5-6__7__8-9__10__11-12__13__14-15,5.087312109659145,0.7213935115586745,"[5, 8, 11, 14]",12,"[80, 80, 80, 80, 80, 160, 80, 160, 80, 160, 80, 160]"
117,116,0__1__2-3__4__5__6-7__8__9-10__11__12-13__14__15,5.087707670086873,0.7217890719864029,"[2, 6, 9, 12]",12,"[80, 80, 160, 80, 80, 160, 80, 160, 80, 160, 80, 80]"
118,117,0-1__2__3__4__5__6-7__8__9__10__11-12__13-14__15,5.088303570640169,0.7223849725396985,"[0, 6, 11, 13]",12,"[160, 80, 80, 80, 80, 160, 80, 80, 80, 160, 160, 80]"
119,118,0-1__2__3__4__5-6__7-8__9__10__11__12__13__14-15,5.088498260035659,0.722579661935189,"[0, 5, 7, 14]",12,"[160, 80, 80, 80, 160, 160, 80, 80, 80, 80, 80, 160]"
120,119,0-1__2-3__4__5-6__7__8__9__10__11__12__13-14__15,5.088498835223395,0.7225802371229246,"[0, 2, 5, 13]",12,"[160, 160, 80, 160, 80, 80, 80, 80, 80, 80, 160, 80]"
121,120,0-1__2-3__4__5__6-7__8-9__10__11__12__13__14__15,5.088520028141353,0.722601430040883,"[0, 2, 6, 8]",12,"[160, 160, 80, 80, 160, 160, 80, 80, 80, 80, 80, 80]"
122,121,0__1-2__3__4-5__6-7__8__9__10__11__12__13-14__15,5.088583181797001,0.7226645836965311,"[1, 4, 6, 13]",12,"[80, 160, 80, 160, 160, 80, 80, 80, 80, 80, 160, 80]"
123,122,0__1__2__3__4__5-6__7__8-9__10__11-12__13-14__15,5.0886472989154115,0.7227287008149412,"[5, 8, 11, 13]",12,"[80, 80, 80, 80, 80, 160, 80, 160, 80, 160, 160, 80]"
124,123,0__1__2__3-4__5-6__7__8__9-10__11__12-13__14__15,5.088779725869963,0.7228611277694927,"[3, 5, 9, 12]",12,"[80, 80, 80, 160, 160, 80, 80, 160, 80, 160, 80, 80]"
125,124,0-1__2__3__4__5-6__7__8__9-10__11__12-13__14__15,5.089619329364885,0.7237007312644144,"[0, 5, 9, 12]",12,"[160, 80, 80, 80, 160, 80, 80, 160, 80, 160, 80, 80]"
126,125,0-1__2__3-4__5-6__7__8__9__10__11__12__13-14__15,5.089639996969572,0.7237213988691016,"[0, 3, 5, 13]",12,"[160, 80, 160, 160, 80, 80, 80, 80, 80, 80, 160, 80]"
127,126,0__1-2__3-4__5-6__7__8__9__10__11__12__13__14-15,5.09017611575383,0.7242575176533599,"[1, 3, 5, 14]",12,"[80, 160, 160, 160, 80, 80, 80, 80, 80, 80, 80, 160]"
128,127,0__1__2__3__4__5-6__7-8__9__10__11-12__13-14__15,5.091004704916349,0.7250861068158789,"[5, 7, 11, 13]",12,"[80, 80, 80, 80, 80, 160, 160, 80, 80, 160, 160, 80]"
129,128,0-1__2__3__4-5__6-7__8__9__10__11__12__13-14__15,5.0920733389383654,0.7261547408378952,"[0, 4, 6, 13]",12,"[160, 80, 80, 160, 160, 80, 80, 80, 80, 80, 160, 80]"
