choice_rank,mixed_rank,partition_id,nll,delta_nll_vs_native_h16,merged_boundaries,routing_groups,segment_widths
408,407,0__1-2__3__4-5__6__7__8-9__10__11__12__13-14__15,5.225133203224935,0.8592146051244649,"[1, 4, 8, 13]",12,"[80, 160, 80, 160, 80, 80, 160, 80, 80, 80, 160, 80]"
409,408,0-1__2__3__4-5__6__7-8__9__10__11__12__13-14__15,5.225848036194593,0.8599294380941229,"[0, 4, 7, 13]",12,"[160, 80, 80, 160, 80, 160, 80, 80, 80, 80, 160, 80]"
410,409,0__1-2__3__4-5__6__7__8__9__10__11-12__13-14__15,5.229227464569629,0.8633088664691586,"[1, 4, 11, 13]",12,"[80, 160, 80, 160, 80, 80, 80, 80, 80, 160, 160, 80]"
411,410,0-1__2__3__4-5__6__7-8__9__10__11__12__13__14-15,5.229731247921493,0.863812649821023,"[0, 4, 7, 14]",12,"[160, 80, 80, 160, 80, 160, 80, 80, 80, 80, 80, 160]"
412,411,0__1-2__3__4-5__6__7-8__9__10__11__12__13__14-15,5.230238847835089,0.864320249734619,"[1, 4, 7, 14]",12,"[80, 160, 80, 160, 80, 160, 80, 80, 80, 80, 80, 160]"
413,412,0-1__2-3__4__5__6__7__8-9__10__11-12__13__14__15,5.232816367088758,0.866897768988288,"[0, 2, 8, 11]",12,"[160, 160, 80, 80, 80, 80, 160, 80, 160, 80, 80, 80]"
414,413,0__1-2__3__4-5__6__7__8__9__10__11-12__13__14-15,5.2330223052732405,0.8671037071727703,"[1, 4, 11, 14]",12,"[80, 160, 80, 160, 80, 80, 80, 80, 80, 160, 80, 160]"
415,414,0-1__2__3__4-5__6__7__8-9__10__11__12__13-14__15,5.233512403911393,0.8675938058109232,"[0, 4, 8, 13]",12,"[160, 80, 80, 160, 80, 80, 160, 80, 80, 80, 160, 80]"
416,415,0-1__2-3__4-5__6__7__8-9__10__11__12__13__14__15,5.234719550038596,0.8688009519381259,"[0, 2, 4, 8]",12,"[160, 160, 160, 80, 80, 160, 80, 80, 80, 80, 80, 80]"
417,416,0__1__2-3__4-5__6__7__8-9__10-11__12__13__14__15,5.235018893304342,0.8691002952038716,"[2, 4, 8, 10]",12,"[80, 80, 160, 160, 80, 80, 160, 160, 80, 80, 80, 80]"
418,417,0__1__2-3__4-5__6__7__8__9__10-11__12-13__14__15,5.235077992212737,0.8691593941122671,"[2, 4, 10, 12]",12,"[80, 80, 160, 160, 80, 80, 80, 80, 160, 160, 80, 80]"
419,418,0-1__2__3-4__5__6__7__8__9__10-11__12__13-14__15,5.2358289878972,0.86991038979673,"[0, 3, 10, 13]",12,"[160, 80, 160, 80, 80, 80, 80, 80, 160, 80, 160, 80]"
420,419,0-1__2__3__4__5__6__7__8-9__10-11__12__13-14__15,5.235950645230499,0.8700320471300289,"[0, 8, 10, 13]",12,"[160, 80, 80, 80, 80, 80, 80, 160, 160, 80, 160, 80]"
421,420,0-1__2__3-4__5__6__7__8__9-10__11__12-13__14__15,5.236109617518539,0.8701910194180691,"[0, 3, 9, 12]",12,"[160, 80, 160, 80, 80, 80, 80, 160, 80, 160, 80, 80]"
422,421,0-1__2-3__4-5__6__7__8__9__10__11__12-13__14__15,5.237010623935614,0.8710920258351438,"[0, 2, 4, 12]",12,"[160, 160, 160, 80, 80, 80, 80, 80, 80, 160, 80, 80]"
423,422,0__1-2__3__4-5__6__7__8-9__10__11__12__13__14-15,5.237865936022001,0.8719473379215303,"[1, 4, 8, 14]",12,"[80, 160, 80, 160, 80, 80, 160, 80, 80, 80, 80, 160]"
424,423,0__1__2__3__4-5__6__7-8__9-10__11-12__13__14__15,5.239102618086023,0.873184019985553,"[4, 7, 9, 11]",12,"[80, 80, 80, 80, 160, 80, 160, 160, 160, 80, 80, 80]"
425,424,0-1__2__3-4__5__6__7__8__9-10__11-12__13__14__15,5.23937327794199,0.8734546798415197,"[0, 3, 9, 11]",12,"[160, 80, 160, 80, 80, 80, 80, 160, 160, 80, 80, 80]"
426,425,0__1-2__3-4__5__6__7__8__9__10__11-12__13-14__15,5.240031706622618,0.8741131085221481,"[1, 3, 11, 13]",12,"[80, 160, 160, 80, 80, 80, 80, 80, 80, 160, 160, 80]"
427,426,0-1__2-3__4__5__6__7__8-9__10-11__12__13__14__15,5.240898108552278,0.8749795104518077,"[0, 2, 8, 10]",12,"[160, 160, 80, 80, 80, 80, 160, 160, 80, 80, 80, 80]"
428,427,0__1-2__3__4__5__6__7__8-9__10-11__12__13-14__15,5.241324693226744,0.8754060951262739,"[1, 8, 10, 13]",12,"[80, 160, 80, 80, 80, 80, 80, 160, 160, 80, 160, 80]"
429,428,0-1__2__3-4__5__6__7__8__9__10__11-12__13-14__15,5.242263914203364,0.8763453161028938,"[0, 3, 11, 13]",12,"[160, 80, 160, 80, 80, 80, 80, 80, 80, 160, 160, 80]"
430,429,0-1__2__3__4__5__6__7-8__9__10-11__12__13-14__15,5.2425871939486655,0.8766685958481952,"[0, 7, 10, 13]",12,"[160, 80, 80, 80, 80, 80, 160, 80, 160, 80, 160, 80]"
431,430,0-1__2-3__4-5__6__7-8__9__10__11__12__13__14__15,5.245196671546496,0.8792780734460255,"[0, 2, 4, 7]",12,"[160, 160, 160, 80, 160, 80, 80, 80, 80, 80, 80, 80]"
432,431,0__1-2__3-4__5__6__7__8__9-10__11-12__13__14__15,5.24528881485045,0.8793702167499795,"[1, 3, 9, 11]",12,"[80, 160, 160, 80, 80, 80, 80, 160, 160, 80, 80, 80]"
433,432,0__1-2__3-4__5__6__7__8__9__10-11__12__13-14__15,5.245724534009558,0.8798059359090882,"[1, 3, 10, 13]",12,"[80, 160, 160, 80, 80, 80, 80, 80, 160, 80, 160, 80]"
434,433,0-1__2__3__4-5__6__7-8__9-10__11__12__13__14__15,5.245976155804049,0.8800575577035792,"[0, 4, 7, 9]",12,"[160, 80, 80, 160, 80, 160, 160, 80, 80, 80, 80, 80]"
435,434,0-1__2__3__4-5__6__7__8-9__10__11__12__13__14-15,5.246933409428899,0.8810148113284288,"[0, 4, 8, 14]",12,"[160, 80, 80, 160, 80, 80, 160, 80, 80, 80, 80, 160]"
436,435,0__1__2-3__4__5__6__7__8-9__10-11__12-13__14__15,5.248167411789283,0.8822488136888129,"[2, 8, 10, 12]",12,"[80, 80, 160, 80, 80, 80, 80, 160, 160, 160, 80, 80]"
437,436,0-1__2__3__4-5__6__7__8__9__10__11-12__13-14__15,5.248934310901899,0.8830157128014289,"[0, 4, 11, 13]",12,"[160, 80, 80, 160, 80, 80, 80, 80, 80, 160, 160, 80]"
438,437,0__1-2__3__4-5__6__7__8-9__10__11__12-13__14__15,5.250823072673988,0.884904474573518,"[1, 4, 8, 12]",12,"[80, 160, 80, 160, 80, 80, 160, 80, 80, 160, 80, 80]"
439,438,0__1-2__3__4__5__6__7-8__9__10-11__12__13-14__15,5.251338068923876,0.8854194708234058,"[1, 7, 10, 13]",12,"[80, 160, 80, 80, 80, 80, 160, 80, 160, 80, 160, 80]"
440,439,0__1__2-3__4-5__6__7-8__9__10-11__12__13__14__15,5.251608918489249,0.8856903203887789,"[2, 4, 7, 10]",12,"[80, 80, 160, 160, 80, 160, 80, 160, 80, 80, 80, 80]"
441,440,0-1__2__3__4-5__6__7-8__9__10__11__12-13__14__15,5.2519553012978415,0.8860367031973713,"[0, 4, 7, 12]",12,"[160, 80, 80, 160, 80, 160, 80, 80, 80, 160, 80, 80]"
442,441,0-1__2__3__4-5__6__7__8__9__10__11-12__13__14-15,5.25261777447116,0.8866991763706897,"[0, 4, 11, 14]",12,"[160, 80, 80, 160, 80, 80, 80, 80, 80, 160, 80, 160]"
443,442,0__1-2__3__4-5__6__7-8__9__10__11__12-13__14__15,5.253445089271224,0.8875264911707541,"[1, 4, 7, 12]",12,"[80, 160, 80, 160, 80, 160, 80, 80, 80, 160, 80, 80]"
444,443,0__1-2__3__4-5__6__7-8__9-10__11__12__13__14__15,5.255562768770219,0.8896441706697491,"[1, 4, 7, 9]",12,"[80, 160, 80, 160, 80, 160, 160, 80, 80, 80, 80, 80]"
445,444,0-1__2__3__4-5__6__7__8-9__10__11__12-13__14__15,5.256641436881684,0.8907228387812136,"[0, 4, 8, 12]",12,"[160, 80, 80, 160, 80, 80, 160, 80, 80, 160, 80, 80]"
446,445,0-1__2-3__4__5__6__7__8-9__10__11__12-13__14__15,5.256870660381,0.8909520622805296,"[0, 2, 8, 12]",12,"[160, 160, 80, 80, 80, 80, 160, 80, 80, 160, 80, 80]"
447,446,0-1__2-3__4-5__6__7__8__9__10__11-12__13__14__15,5.257408407776237,0.8914898096757664,"[0, 2, 4, 11]",12,"[160, 160, 160, 80, 80, 80, 80, 80, 160, 80, 80, 80]"
448,447,0__1-2__3__4-5__6__7__8__9-10__11-12__13__14__15,5.258407143903268,0.8924885458027978,"[1, 4, 9, 11]",12,"[80, 160, 80, 160, 80, 80, 80, 160, 160, 80, 80, 80]"
449,448,0-1__2-3__4__5__6__7-8__9__10__11-12__13__14__15,5.258683218634373,0.892764620533903,"[0, 2, 7, 11]",12,"[160, 160, 80, 80, 80, 160, 80, 80, 160, 80, 80, 80]"
450,449,0__1-2__3-4__5__6__7__8__9-10__11__12-13__14__15,5.259197026753355,0.8932784286528852,"[1, 3, 9, 12]",12,"[80, 160, 160, 80, 80, 80, 80, 160, 80, 160, 80, 80]"
451,450,0__1-2__3-4__5__6__7__8-9__10__11-12__13__14__15,5.260603884681112,0.8946852865806418,"[1, 3, 8, 11]",12,"[80, 160, 160, 80, 80, 80, 160, 80, 160, 80, 80, 80]"
452,451,0-1__2__3-4__5__6__7__8-9__10__11-12__13__14__15,5.262239131759689,0.8963205336592184,"[0, 3, 8, 11]",12,"[160, 80, 160, 80, 80, 80, 160, 80, 160, 80, 80, 80]"
453,452,0-1__2-3__4__5__6__7-8__9__10-11__12__13__14__15,5.2638949168625695,0.8979763187620993,"[0, 2, 7, 10]",12,"[160, 160, 80, 80, 80, 160, 80, 160, 80, 80, 80, 80]"
454,453,0-1__2__3-4__5__6__7__8-9__10__11__12-13__14__15,5.268886850493161,0.9029682523926912,"[0, 3, 8, 12]",12,"[160, 80, 160, 80, 80, 80, 160, 80, 80, 160, 80, 80]"
455,454,0-1__2__3-4__5__6__7__8-9__10-11__12__13__14__15,5.270226927912946,0.9043083298124754,"[0, 3, 8, 10]",12,"[160, 80, 160, 80, 80, 80, 160, 160, 80, 80, 80, 80]"
456,455,0__1__2__3-4__5__6__7__8-9__10-11__12-13__14__15,5.2712971882153585,0.9053785901148883,"[3, 8, 10, 12]",12,"[80, 80, 80, 160, 80, 80, 80, 160, 160, 160, 80, 80]"
457,456,0-1__2__3__4-5__6__7__8__9-10__11-12__13__14__15,5.274627356934757,0.9087087588342868,"[0, 4, 9, 11]",12,"[160, 80, 80, 160, 80, 80, 80, 160, 160, 80, 80, 80]"
458,457,0__1-2__3-4__5__6__7__8-9__10-11__12__13__14__15,5.274651957164179,0.9087333590637083,"[1, 3, 8, 10]",12,"[80, 160, 160, 80, 80, 80, 160, 160, 80, 80, 80, 80]"
459,458,0__1__2__3__4-5__6__7-8__9__10-11__12__13-14__15,5.275901504043027,0.9099829059425568,"[4, 7, 10, 13]",12,"[80, 80, 80, 80, 160, 80, 160, 80, 160, 80, 160, 80]"
460,459,0__1__2-3__4__5__6__7-8__9__10-11__12-13__14__15,5.27703554119882,0.9111169430983495,"[2, 7, 10, 12]",12,"[80, 80, 160, 80, 80, 80, 160, 80, 160, 160, 80, 80]"
461,460,0__1__2__3__4-5__6__7__8-9__10-11__12__13-14__15,5.277952059040088,0.9120334609396181,"[4, 8, 10, 13]",12,"[80, 80, 80, 80, 160, 80, 80, 160, 160, 80, 160, 80]"
462,461,0-1__2__3-4__5__6__7-8__9__10__11-12__13__14__15,5.278495639883062,0.9125770417825914,"[0, 3, 7, 11]",12,"[160, 80, 160, 80, 80, 160, 80, 80, 160, 80, 80, 80]"
463,462,0__1__2__3__4-5__6__7-8__9__10-11__12__13__14-15,5.279512077249507,0.9135934791490365,"[4, 7, 10, 14]",12,"[80, 80, 80, 80, 160, 80, 160, 80, 160, 80, 80, 160]"
464,463,0-1__2-3__4__5__6__7-8__9__10__11__12-13__14__15,5.279649736827653,0.9137311387271829,"[0, 2, 7, 12]",12,"[160, 160, 80, 80, 80, 160, 80, 80, 80, 160, 80, 80]"
465,464,0__1-2__3-4__5__6__7-8__9__10__11-12__13__14__15,5.280402538713472,0.9144839406130014,"[1, 3, 7, 11]",12,"[80, 160, 160, 80, 80, 160, 80, 80, 160, 80, 80, 80]"
466,465,0-1__2__3-4__5__6__7-8__9__10__11__12-13__14__15,5.281527044253382,0.9156084461529117,"[0, 3, 7, 12]",12,"[160, 80, 160, 80, 80, 160, 80, 80, 80, 160, 80, 80]"
467,466,0__1-2__3-4__5__6__7__8-9__10__11__12-13__14__15,5.281989545067034,0.9160709469665642,"[1, 3, 8, 12]",12,"[80, 160, 160, 80, 80, 80, 160, 80, 80, 160, 80, 80]"
468,467,0-1__2__3-4__5__6__7-8__9__10-11__12__13__14__15,5.282556725853466,0.9166381277529956,"[0, 3, 7, 10]",12,"[160, 80, 160, 80, 80, 160, 80, 160, 80, 80, 80, 80]"
469,468,0__1-2__3__4-5__6__7__8__9__10-11__12__13-14__15,5.283641989979227,0.9177233918787566,"[1, 4, 10, 13]",12,"[80, 160, 80, 160, 80, 80, 80, 80, 160, 80, 160, 80]"
470,469,0-1__2-3__4-5__6__7__8__9__10-11__12__13__14__15,5.283675740541251,0.9177571424407809,"[0, 2, 4, 10]",12,"[160, 160, 160, 80, 80, 80, 80, 160, 80, 80, 80, 80]"
471,470,0__1-2__3__4-5__6__7__8-9__10__11-12__13__14__15,5.284327536384382,0.9184089382839113,"[1, 4, 8, 11]",12,"[80, 160, 80, 160, 80, 80, 160, 80, 160, 80, 80, 80]"
472,471,0-1__2__3__4__5__6__7__8-9__10-11__12-13__14__15,5.285578008504441,0.9196594104039706,"[0, 8, 10, 12]",12,"[160, 80, 80, 80, 80, 80, 80, 160, 160, 160, 80, 80]"
473,472,0__1-2__3__4-5__6__7-8__9__10__11-12__13__14__15,5.288814402978325,0.9228958048778546,"[1, 4, 7, 11]",12,"[80, 160, 80, 160, 80, 160, 80, 80, 160, 80, 80, 80]"
474,473,0-1__2-3__4__5__6__7__8__9__10-11__12-13__14__15,5.290413360092297,0.9244947619918271,"[0, 2, 10, 12]",12,"[160, 160, 80, 80, 80, 80, 80, 80, 160, 160, 80, 80]"
475,474,0__1-2__3__4-5__6__7__8__9__10-11__12__13__14-15,5.2908305385362135,0.9249119404357433,"[1, 4, 10, 14]",12,"[80, 160, 80, 160, 80, 80, 80, 80, 160, 80, 80, 160]"
476,475,0__1__2__3__4-5__6__7__8-9__10-11__12__13__14-15,5.291587225502886,0.9256686274024162,"[4, 8, 10, 14]",12,"[80, 80, 80, 80, 160, 80, 80, 160, 160, 80, 80, 160]"
477,476,0__1-2__3__4__5__6__7__8-9__10-11__12-13__14__15,5.291820122466176,0.925901524365706,"[1, 8, 10, 12]",12,"[80, 160, 80, 80, 80, 80, 80, 160, 160, 160, 80, 80]"
478,477,0__1__2__3__4-5__6__7__8-9__10-11__12-13__14__15,5.292506732549136,0.9265881344486662,"[4, 8, 10, 12]",12,"[80, 80, 80, 80, 160, 80, 80, 160, 160, 160, 80, 80]"
479,478,0__1-2__3-4__5__6__7-8__9__10-11__12__13__14__15,5.293742669759025,0.9278240716585548,"[1, 3, 7, 10]",12,"[80, 160, 160, 80, 80, 160, 80, 160, 80, 80, 80, 80]"
480,479,0__1__2__3-4__5__6__7-8__9__10-11__12-13__14__15,5.294766201884399,0.9288476037839288,"[3, 7, 10, 12]",12,"[80, 80, 80, 160, 80, 80, 160, 80, 160, 160, 80, 80]"
481,480,0-1__2__3__4-5__6__7__8__9__10-11__12__13-14__15,5.296645498695262,0.9307269005947916,"[0, 4, 10, 13]",12,"[160, 80, 80, 160, 80, 80, 80, 80, 160, 80, 160, 80]"
482,481,0-1__2__3__4__5__6__7-8__9__10-11__12-13__14__15,5.297883331600872,0.9319647335004015,"[0, 7, 10, 12]",12,"[160, 80, 80, 80, 80, 80, 160, 80, 160, 160, 80, 80]"
483,482,0__1-2__3-4__5__6__7-8__9__10__11__12-13__14__15,5.297932389894189,0.932013791793719,"[1, 3, 7, 12]",12,"[80, 160, 160, 80, 80, 160, 80, 80, 80, 160, 80, 80]"
484,483,0__1__2__3__4-5__6__7-8__9__10-11__12-13__14__15,5.298259691758589,0.9323410936581187,"[4, 7, 10, 12]",12,"[80, 80, 80, 80, 160, 80, 160, 80, 160, 160, 80, 80]"
485,484,0__1-2__3__4-5__6__7__8__9__10-11__12-13__14__15,5.304102593269982,0.9381839951695117,"[1, 4, 10, 12]",12,"[80, 160, 80, 160, 80, 80, 80, 80, 160, 160, 80, 80]"
486,485,0-1__2__3__4-5__6__7-8__9__10__11-12__13__14__15,5.305947999683876,0.9400294015834056,"[0, 4, 7, 11]",12,"[160, 80, 80, 160, 80, 160, 80, 80, 160, 80, 80, 80]"
487,486,0__1-2__3__4__5__6__7-8__9__10-11__12-13__14__15,5.30720132024174,0.9412827221412696,"[1, 7, 10, 12]",12,"[80, 160, 80, 80, 80, 80, 160, 80, 160, 160, 80, 80]"
488,487,0-1__2__3__4-5__6__7__8__9__10-11__12__13__14-15,5.307507697671273,0.9415890995708027,"[0, 4, 10, 14]",12,"[160, 80, 80, 160, 80, 80, 80, 80, 160, 80, 80, 160]"
489,488,0-1__2__3__4-5__6__7__8-9__10__11-12__13__14__15,5.309282554559344,0.9433639564588736,"[0, 4, 8, 11]",12,"[160, 80, 80, 160, 80, 80, 160, 80, 160, 80, 80, 80]"
490,489,0-1__2__3__4-5__6__7__8__9__10-11__12-13__14__15,5.313866260580769,0.9479476624802992,"[0, 4, 10, 12]",12,"[160, 80, 80, 160, 80, 80, 80, 80, 160, 160, 80, 80]"
491,490,0-1__2__3-4__5__6__7__8__9__10-11__12-13__14__15,5.316498746620245,0.9505801485197747,"[0, 3, 10, 12]",12,"[160, 80, 160, 80, 80, 80, 80, 80, 160, 160, 80, 80]"
492,491,0__1-2__3-4__5__6__7__8__9__10-11__12-13__14__15,5.3264569564998325,0.9605383583993623,"[1, 3, 10, 12]",12,"[80, 160, 160, 80, 80, 80, 80, 80, 160, 160, 80, 80]"
493,492,0__1-2__3__4-5__6__7__8-9__10-11__12__13__14__15,5.357865345210041,0.9919467471095711,"[1, 4, 8, 10]",12,"[80, 160, 80, 160, 80, 80, 160, 160, 80, 80, 80, 80]"
494,493,0__1-2__3__4-5__6__7-8__9__10-11__12__13__14__15,5.358721568554144,0.992802970453674,"[1, 4, 7, 10]",12,"[80, 160, 80, 160, 80, 160, 80, 160, 80, 80, 80, 80]"
495,494,0-1__2__3__4-5__6__7-8__9__10-11__12__13__14__15,5.369037552662959,1.0031189545624883,"[0, 4, 7, 10]",12,"[160, 80, 80, 160, 80, 160, 80, 160, 80, 80, 80, 80]"
496,495,0-1__2__3__4-5__6__7__8-9__10-11__12__13__14__15,5.379075417187673,1.013156819087203,"[0, 4, 8, 10]",12,"[160, 80, 80, 160, 80, 80, 160, 160, 80, 80, 80, 80]"
