predicted_rank,partition_id,predicted_score,merged_boundaries
251,0-1__2__3__4__5__6__7-8__9__10__11__12-13__14__15,0.08459057427189388,"[0, 7, 12]"
252,0-1__2__3__4__5__6__7__8-9__10__11-12__13__14__15,0.08464768846842874,"[0, 8, 11]"
253,0__1__2__3__4__5__6__7__8-9__10-11__12-13__14__15,0.08688547052377481,"[8, 10, 12]"
254,0__1-2__3__4__5__6__7-8__9__10__11__12-13__14__15,0.08695906924356106,"[1, 7, 12]"
255,0__1-2__3__4__5__6__7__8-9__10__11-12__13__14__15,0.08701618344009591,"[1, 8, 11]"
256,0-1__2__3-4__5__6__7__8__9__10__11-12__13__14__15,0.08763159748576207,"[0, 3, 11]"
257,0__1__2-3__4-5__6__7__8__9__10-11__12__13__14__15,0.08953761251349704,"[2, 4, 10]"
258,0__1__2__3-4__5__6__7__8__9__10-11__12-13__14__15,0.08986937954110813,"[3, 10, 12]"
259,0__1-2__3-4__5__6__7__8__9__10__11-12__13__14__15,0.09000009245742924,"[1, 3, 11]"
260,0-1__2-3__4__5__6__7__8__9__10-11__12__13__14__15,0.09023732459638262,"[0, 2, 10]"
261,0__1__2__3-4__5__6__7-8__9__10-11__12__13__14__15,0.09067201345408202,"[3, 7, 10]"
262,0__1__2__3__4-5__6__7-8__9__10__11-12__13__14__15,0.09179373518016201,"[4, 7, 11]"
263,0-1__2__3__4__5__6__7-8__9__10__11-12__13__14__15,0.09249344726304759,"[0, 7, 11]"
264,0__1__2__3__4__5__6__7-8__9__10-11__12-13__14__15,0.09473122931839366,"[7, 10, 12]"
265,0__1-2__3__4__5__6__7-8__9__10__11-12__13__14__15,0.09486194223471478,"[1, 7, 11]"
266,0-1__2__3__4-5__6__7__8-9__10__11__12__13__14__15,0.1010061659905123,"[0, 4, 8]"
267,0__1-2__3__4-5__6__7__8-9__10__11__12__13__14__15,0.10337466096217948,"[1, 4, 8]"
268,0-1__2__3__4-5__6__7__8__9__10__11__12-13__14__15,0.10804929087215728,"[0, 4, 12]"
269,0-1__2__3__4-5__6__7-8__9__10__11__12__13__14__15,0.10885192478513117,"[0, 4, 7]"
270,0__1-2__3__4-5__6__7__8__9__10__11__12-13__14__15,0.11041778584382446,"[1, 4, 12]"
271,0__1__2__3__4-5__6__7__8-9__10-11__12__13__14__15,0.11114682103701208,"[4, 8, 10]"
272,0__1-2__3__4-5__6__7-8__9__10__11__12__13__14__15,0.11122041975679835,"[1, 4, 7]"
273,0-1__2__3__4__5__6__7__8-9__10-11__12__13__14__15,0.11184653311989766,"[0, 8, 10]"
274,0__1-2__3__4__5__6__7__8-9__10-11__12__13__14__15,0.11421502809156484,"[1, 8, 10]"
275,0-1__2__3-4__5__6__7__8__9__10-11__12__13__14__15,0.11483044213723098,"[0, 3, 10]"
276,0-1__2__3__4-5__6__7__8__9__10__11-12__13__14__15,0.115952163863311,"[0, 4, 11]"
277,0__1-2__3-4__5__6__7__8__9__10-11__12__13__14__15,0.11719893710889817,"[1, 3, 10]"
278,0__1__2__3__4-5__6__7__8__9__10-11__12-13__14__15,0.11818994591865706,"[4, 10, 12]"
279,0__1-2__3__4-5__6__7__8__9__10__11-12__13__14__15,0.11832065883497817,"[1, 4, 11]"
280,0-1__2__3__4__5__6__7__8__9__10-11__12-13__14__15,0.11888965800154264,"[0, 10, 12]"
281,0__1__2__3__4-5__6__7-8__9__10-11__12__13__14__15,0.11899257983163095,"[4, 7, 10]"
282,0-1__2__3__4__5__6__7-8__9__10-11__12__13__14__15,0.11969229191451652,"[0, 7, 10]"
283,0__1-2__3__4__5__6__7__8__9__10-11__12-13__14__15,0.12125815297320981,"[1, 10, 12]"
284,0__1-2__3__4__5__6__7-8__9__10-11__12__13__14__15,0.12206078688618369,"[1, 7, 10]"
285,0-1__2__3__4-5__6__7__8__9__10-11__12__13__14__15,0.1431510085147799,"[0, 4, 10]"
286,0__1-2__3__4-5__6__7__8__9__10-11__12__13__14__15,0.1455195034864471,"[1, 4, 10]"
