predicted_rank,partition_id,predicted_score,merged_boundaries
233,0__1-2__3__4__5-6__7__8__9__10-11__12-13__14-15,-0.008177548382,"[1, 5, 10, 12, 14]"
234,0-1__2-3__4__5__6-7__8-9__10-11__12__13__14__15,-0.008167559136,"[0, 2, 6, 8, 10]"
235,0__1-2__3__4__5-6__7-8__9__10-11__12__13__14-15,-0.007374914469,"[1, 5, 7, 10, 14]"
236,0-1__2__3__4__5-6__7-8__9-10__11__12-13__14__15,-0.006546036793,"[0, 5, 7, 9, 12]"
237,0-1__2__3__4-5__6-7__8__9-10__11-12__13__14__15,-0.005478792117,"[0, 4, 6, 9, 11]"
238,0-1__2-3__4__5-6__7-8__9__10__11__12-13__14__15,-0.005129173069,"[0, 2, 5, 7, 12]"
239,0-1__2-3__4__5-6__7__8-9__10__11-12__13__14__15,-0.005072058872,"[0, 2, 5, 8, 11]"
240,0__1__2-3__4-5__6__7__8__9-10__11__12-13__14-15,-0.00478367117,"[2, 4, 9, 12, 14]"
241,0__1-2__3__4__5-6__7-8__9-10__11__12-13__14__15,-0.004177541821,"[1, 5, 7, 9, 12]"
242,0-1__2-3__4__5__6__7__8__9-10__11__12-13__14-15,-0.004083959087,"[0, 2, 9, 12, 14]"
243,0-1__2-3__4-5__6-7__8__9__10__11-12__13__14__15,-0.004061928393,"[0, 2, 4, 6, 11]"
244,0__1__2-3__4-5__6__7-8__9-10__11__12__13__14-15,-0.003981037257,"[2, 4, 7, 9, 14]"
245,0__1__2__3-4__5__6__7-8__9-10__11__12-13__14-15,-0.00364927023,"[3, 7, 9, 12, 14]"
246,0-1__2__3-4__5-6__7__8__9-10__11-12__13__14__15,-0.003505013579,"[0, 3, 5, 9, 11]"
247,0-1__2-3__4__5__6__7-8__9-10__11__12__13__14-15,-0.003281325174,"[0, 2, 7, 9, 14]"
248,0__1-2__3__4-5__6-7__8__9-10__11-12__13__14__15,-0.003110297145,"[1, 4, 6, 9, 11]"
249,0__1__2-3__4__5-6__7__8-9__10-11__12-13__14__15,-0.002834276817,"[2, 5, 8, 10, 12]"
250,0__1__2-3__4-5__6-7__8__9__10-11__12-13__14__15,-0.001824146337,"[2, 4, 6, 10, 12]"
251,0__1-2__3-4__5-6__7__8__9-10__11-12__13__14__15,-0.001136518608,"[1, 3, 5, 9, 11]"
252,0-1__2-3__4__5__6-7__8__9__10-11__12-13__14__15,-0.001124434254,"[0, 2, 6, 10, 12]"
253,0-1__2__3__4__5-6__7-8__9-10__11-12__13__14__15,0.001356836198,"[0, 5, 7, 9, 11]"
254,0__1__2-3__4__5__6__7-8__9-10__11-12__13-14__15,0.002592357107,"[2, 7, 9, 11, 13]"
255,0-1__2-3__4__5-6__7-8__9__10__11-12__13__14__15,0.002773699923,"[0, 2, 5, 7, 11]"
256,0__1__2-3__4-5__6__7__8__9-10__11-12__13__14-15,0.003119201821,"[2, 4, 9, 11, 14]"
257,0__1-2__3__4__5-6__7-8__9-10__11-12__13__14__15,0.00372533117,"[1, 5, 7, 9, 11]"
258,0-1__2-3__4__5__6__7__8__9-10__11-12__13__14-15,0.003818913904,"[0, 2, 9, 11, 14]"
259,0__1__2__3-4__5__6__7-8__9-10__11-12__13__14-15,0.004253602761,"[3, 7, 9, 11, 14]"
260,0__1__2-3__4__5-6__7-8__9__10-11__12-13__14__15,0.005011481978,"[2, 5, 7, 10, 12]"
261,0-1__2__3__4__5-6__7__8-9__10-11__12__13-14__15,0.005342703651,"[0, 5, 8, 10, 13]"
262,0-1__2__3__4-5__6-7__8__9__10-11__12__13-14__15,0.00635283413,"[0, 4, 6, 10, 13]"
263,0__1-2__3__4__5-6__7__8-9__10-11__12__13-14__15,0.007711198622,"[1, 5, 8, 10, 13]"
264,0-1__2__3-4__5-6__7__8__9__10-11__12__13-14__15,0.008326612668,"[0, 3, 5, 10, 13]"
265,0__1-2__3__4-5__6-7__8__9__10-11__12__13-14__15,0.008721329102,"[1, 4, 6, 10, 13]"
266,0-1__2__3__4-5__6-7__8-9__10__11__12-13__14__15,0.00964440714,"[0, 4, 6, 8, 12]"
267,0__1-2__3-4__5-6__7__8__9__10-11__12__13-14__15,0.01069510764,"[1, 3, 5, 10, 13]"
268,0-1__2__3-4__5-6__7__8-9__10__11__12-13__14__15,0.011618185678,"[0, 3, 5, 8, 12]"
269,0__1-2__3__4-5__6-7__8-9__10__11__12-13__14__15,0.012012902111,"[1, 4, 6, 8, 12]"
270,0-1__2__3__4__5-6__7-8__9__10-11__12__13-14__15,0.013188462445,"[0, 5, 7, 10, 13]"
271,0__1-2__3-4__5-6__7__8-9__10__11__12-13__14__15,0.013986680649,"[1, 3, 5, 8, 12]"
272,0__1-2__3__4__5-6__7-8__9__10-11__12__13-14__15,0.015556957417,"[1, 5, 7, 10, 13]"
273,0-1__2__3-4__5__6-7__8-9__10-11__12__13__14__15,0.016425558405,"[0, 3, 6, 8, 10]"
274,0-1__2__3__4-5__6-7__8-9__10__11-12__13__14__15,0.017547280131,"[0, 4, 6, 8, 11]"
275,0__1__2-3__4-5__6__7__8-9__10__11__12-13__14-15,0.018242401078,"[2, 4, 8, 12, 14]"
276,0__1-2__3-4__5__6-7__8-9__10-11__12__13__14__15,0.018794053376,"[1, 3, 6, 8, 10]"
277,0-1__2-3__4__5__6__7__8-9__10__11__12-13__14-15,0.018942113161,"[0, 2, 8, 12, 14]"
278,0__1__2-3__4-5__6__7-8__9-10__11__12__13-14__15,0.018950834629,"[2, 4, 7, 9, 13]"
279,0-1__2__3-4__5-6__7-8__9__10__11__12-13__14__15,0.019463944472,"[0, 3, 5, 7, 12]"
280,0-1__2__3-4__5-6__7__8-9__10__11-12__13__14__15,0.019521058669,"[0, 3, 5, 8, 11]"
281,0-1__2-3__4__5__6__7-8__9-10__11__12__13-14__15,0.019650546712,"[0, 2, 7, 9, 13]"
282,0__1__2__3__4-5__6-7__8-9__10-11__12-13__14__15,0.019785062186,"[4, 6, 8, 10, 12]"
283,0__1-2__3__4-5__6-7__8-9__10__11-12__13__14__15,0.019915775103,"[1, 4, 6, 8, 11]"
284,0-1__2-3__4-5__6__7__8__9-10__11__12__13__14-15,0.020177391426,"[0, 2, 4, 9, 14]"
285,0-1__2__3__4__5__6-7__8-9__10-11__12-13__14__15,0.020484774269,"[0, 6, 8, 10, 12]"
286,0-1__2__3-4__5__6__7__8__9-10__11__12-13__14-15,0.020509158453,"[0, 3, 9, 12, 14]"
287,0-1__2__3-4__5__6__7-8__9-10__11__12__13__14-15,0.021311792366,"[0, 3, 7, 9, 14]"
288,0__1__2__3-4__5-6__7__8-9__10-11__12-13__14__15,0.021758840724,"[3, 5, 8, 10, 12]"
289,0__1-2__3-4__5-6__7-8__9__10__11__12-13__14__15,0.021832439444,"[1, 3, 5, 7, 12]"
290,0__1-2__3-4__5-6__7__8-9__10__11-12__13__14__15,0.02188955364,"[1, 3, 5, 8, 11]"
291,0-1__2-3__4__5-6__7__8-9__10-11__12__13__14__15,0.022126785779,"[0, 2, 5, 8, 10]"
292,0__1-2__3__4__5__6-7__8-9__10-11__12-13__14__15,0.022853269241,"[1, 6, 8, 10, 12]"
293,0__1-2__3-4__5__6__7__8__9-10__11__12-13__14-15,0.022877653425,"[1, 3, 9, 12, 14]"
294,0-1__2-3__4-5__6-7__8__9__10-11__12__13__14__15,0.023136916259,"[0, 2, 4, 6, 10]"
295,0-1__2__3-4__5__6-7__8__9__10-11__12-13__14__15,0.023468683286,"[0, 3, 6, 10, 12]"
296,0__1-2__3-4__5__6__7-8__9-10__11__12__13__14-15,0.023680287338,"[1, 3, 7, 9, 14]"
297,0__1__2__3__4-5__6__7-8__9-10__11__12-13__14-15,0.024671296148,"[4, 7, 9, 12, 14]"
298,0-1__2__3__4__5__6__7-8__9-10__11__12-13__14-15,0.025371008231,"[0, 7, 9, 12, 14]"
299,0__1-2__3-4__5__6-7__8__9__10-11__12-13__14__15,0.025837178258,"[1, 3, 6, 10, 12]"
300,0__1__2-3__4-5__6__7__8__9-10__11-12__13-14__15,0.026051073707,"[2, 4, 9, 11, 13]"
301,0__1__2-3__4-5__6__7-8__9__10__11__12-13__14-15,0.026088159872,"[2, 4, 7, 12, 14]"
302,0__1__2-3__4-5__6__7__8-9__10__11-12__13__14-15,0.026145274069,"[2, 4, 8, 11, 14]"
303,0-1__2-3__4__5__6__7__8__9-10__11-12__13-14__15,0.02675078579,"[0, 2, 9, 11, 13]"
304,0-1__2-3__4__5__6__7-8__9__10__11__12-13__14-15,0.026787871955,"[0, 2, 7, 12, 14]"
305,0-1__2-3__4__5__6__7__8-9__10__11-12__13__14-15,0.026844986152,"[0, 2, 8, 11, 14]"
306,0__1__2__3-4__5__6__7-8__9-10__11-12__13-14__15,0.027185474648,"[3, 7, 9, 11, 13]"
307,0-1__2__3-4__5-6__7-8__9__10__11-12__13__14__15,0.027366817463,"[0, 3, 5, 7, 11]"
308,0__1-2__3__4__5__6__7-8__9-10__11__12-13__14-15,0.027739503202,"[1, 7, 9, 12, 14]"
309,0-1__2__3-4__5__6__7__8__9-10__11-12__13__14-15,0.028412031445,"[0, 3, 9, 11, 14]"
310,0__1__2-3__4__5__6__7__8-9__10-11__12-13__14-15,0.029082768207,"[2, 8, 10, 12, 14]"
311,0-1__2-3__4__5-6__7__8__9__10-11__12-13__14__15,0.029169910661,"[0, 2, 5, 10, 12]"
312,0__1__2__3-4__5-6__7-8__9__10-11__12-13__14__15,0.029604599519,"[3, 5, 7, 10, 12]"
313,0__1-2__3-4__5-6__7-8__9__10__11-12__13__14__15,0.029735312435,"[1, 3, 5, 7, 11]"
314,0-1__2-3__4__5-6__7-8__9__10-11__12__13__14__15,0.029972544574,"[0, 2, 5, 7, 10]"
315,0__1-2__3-4__5__6__7__8__9-10__11-12__13__14-15,0.030780526416,"[1, 3, 9, 11, 14]"
316,0__1__2__3__4-5__6__7-8__9-10__11-12__13__14-15,0.032574169139,"[4, 7, 9, 11, 14]"
317,0-1__2__3__4__5__6__7-8__9-10__11-12__13__14-15,0.033273881222,"[0, 7, 9, 11, 14]"
318,0__1__2-3__4-5__6__7-8__9__10__11-12__13__14-15,0.033991032863,"[2, 4, 7, 11, 14]"
319,0-1__2-3__4__5__6__7-8__9__10__11-12__13__14-15,0.034690744946,"[0, 2, 7, 11, 14]"
320,0__1-2__3__4__5__6__7-8__9-10__11-12__13__14-15,0.035642376194,"[1, 7, 9, 11, 14]"
321,0__1__2-3__4__5__6__7-8__9__10-11__12-13__14-15,0.036928527002,"[2, 7, 10, 12, 14]"
322,0-1__2-3__4-5__6__7__8__9-10__11__12__13-14__15,0.043109263312,"[0, 2, 4, 9, 13]"
323,0-1__2-3__4-5__6__7__8-9__10__11__12__13__14-15,0.043203463674,"[0, 2, 4, 8, 14]"
324,0-1__2__3-4__5__6__7__8-9__10__11__12-13__14-15,0.043535230701,"[0, 3, 8, 12, 14]"
325,0-1__2__3-4__5__6__7-8__9-10__11__12__13-14__15,0.044243664253,"[0, 3, 7, 9, 13]"
326,0-1__2__3__4-5__6-7__8-9__10-11__12__13__14__15,0.044746124782,"[0, 4, 6, 8, 10]"
327,0__1-2__3-4__5__6__7__8-9__10__11__12-13__14-15,0.045903725673,"[1, 3, 8, 12, 14]"
328,0__1-2__3-4__5__6__7-8__9-10__11__12__13-14__15,0.046612159224,"[1, 3, 7, 9, 13]"
329,0-1__2__3-4__5-6__7__8-9__10-11__12__13__14__15,0.04671990332,"[0, 3, 5, 8, 10]"
330,0__1-2__3__4-5__6-7__8-9__10-11__12__13__14__15,0.047114619754,"[1, 4, 6, 8, 10]"
331,0-1__2__3__4-5__6__7__8__9-10__11__12-13__14-15,0.048829724831,"[0, 4, 9, 12, 14]"
332,0__1__2-3__4-5__6__7__8-9__10__11-12__13-14__15,0.049077145955,"[2, 4, 8, 11, 13]"
333,0__1-2__3-4__5-6__7__8-9__10-11__12__13__14__15,0.049088398292,"[1, 3, 5, 8, 10]"
334,0-1__2__3__4-5__6__7-8__9-10__11__12__13__14-15,0.049632358744,"[0, 4, 7, 9, 14]"
335,0-1__2-3__4__5__6__7__8-9__10__11-12__13-14__15,0.049776858038,"[0, 2, 8, 11, 13]"
336,0-1__2-3__4-5__6__7__8__9__10__11__12-13__14-15,0.050246588555,"[0, 2, 4, 12, 14]"
337,0-1__2__3__4__5-6__7__8-9__10-11__12-13__14__15,0.050779119185,"[0, 5, 8, 10, 12]"
338,0-1__2-3__4-5__6__7-8__9__10__11__12__13__14-15,0.051049222468,"[0, 2, 4, 7, 14]"
339,0__1-2__3__4-5__6__7__8__9-10__11__12-13__14-15,0.051198219803,"[1, 4, 9, 12, 14]"
340,0-1__2__3-4__5__6__7__8__9-10__11-12__13-14__15,0.051343903331,"[0, 3, 9, 11, 13]"
341,0-1__2__3-4__5__6__7-8__9__10__11__12-13__14-15,0.051380989496,"[0, 3, 7, 12, 14]"
342,0-1__2__3-4__5__6__7__8-9__10__11-12__13__14-15,0.051438103693,"[0, 3, 8, 11, 14]"
343,0-1__2__3__4-5__6-7__8__9__10-11__12-13__14__15,0.051789249664,"[0, 4, 6, 10, 12]"
344,0__1-2__3__4-5__6__7-8__9-10__11__12__13__14-15,0.052000853716,"[1, 4, 7, 9, 14]"
345,0__1-2__3__4__5-6__7__8-9__10-11__12-13__14__15,0.053147614156,"[1, 5, 8, 10, 12]"
346,0__1__2-3__4-5__6__7__8-9__10-11__12__13__14-15,0.05334411872,"[2, 4, 8, 10, 14]"
347,0__1__2__3-4__5__6__7__8-9__10-11__12-13__14-15,0.053675885748,"[3, 8, 10, 12, 14]"
348,0__1-2__3-4__5__6__7__8__9-10__11-12__13-14__15,0.053712398302,"[1, 3, 9, 11, 13]"
349,0__1-2__3-4__5__6__7-8__9__10__11__12-13__14-15,0.053749484468,"[1, 3, 7, 12, 14]"
350,0-1__2__3-4__5-6__7__8__9__10-11__12-13__14__15,0.053763028202,"[0, 3, 5, 10, 12]"
351,0__1-2__3-4__5__6__7__8-9__10__11-12__13__14-15,0.053806598664,"[1, 3, 8, 11, 14]"
352,0-1__2-3__4__5__6__7__8-9__10-11__12__13__14-15,0.054043830803,"[0, 2, 8, 10, 14]"
353,0__1-2__3__4-5__6-7__8__9__10-11__12-13__14__15,0.054157744636,"[1, 4, 6, 10, 12]"
354,0-1__2__3-4__5-6__7-8__9__10-11__12__13__14__15,0.054565662115,"[0, 3, 5, 7, 10]"
355,0__1__2__3__4-5__6__7-8__9-10__11-12__13-14__15,0.055506041025,"[4, 7, 9, 11, 13]"
356,0__1-2__3-4__5-6__7__8__9__10-11__12-13__14__15,0.056131523174,"[1, 3, 5, 10, 12]"
357,0-1__2__3__4__5__6__7-8__9-10__11-12__13-14__15,0.056205753108,"[0, 7, 9, 11, 13]"
358,0-1__2__3__4-5__6__7__8__9-10__11-12__13__14-15,0.056732597822,"[0, 4, 9, 11, 14]"
359,0__1__2-3__4-5__6__7-8__9__10__11-12__13-14__15,0.05692290475,"[2, 4, 7, 11, 13]"
360,0__1-2__3-4__5-6__7-8__9__10-11__12__13__14__15,0.056934157087,"[1, 3, 5, 7, 10]"
361,0-1__2-3__4__5__6__7-8__9__10__11-12__13-14__15,0.057622616833,"[0, 2, 7, 11, 13]"
362,0-1__2-3__4-5__6__7__8__9__10__11-12__13__14-15,0.058149461547,"[0, 2, 4, 11, 14]"
363,0__1-2__3__4__5__6__7-8__9-10__11-12__13-14__15,0.05857424808,"[1, 7, 9, 11, 13]"
364,0-1__2__3__4__5-6__7-8__9__10-11__12-13__14__15,0.058624877979,"[0, 5, 7, 10, 12]"
365,0__1-2__3__4-5__6__7__8__9-10__11-12__13__14-15,0.059101092794,"[1, 4, 9, 11, 14]"
366,0-1__2__3-4__5__6__7-8__9__10__11-12__13__14-15,0.059283862487,"[0, 3, 7, 11, 14]"
367,0__1__2-3__4-5__6__7__8__9__10-11__12-13__14-15,0.060387243602,"[2, 4, 10, 12, 14]"
368,0__1-2__3__4__5-6__7-8__9__10-11__12-13__14__15,0.060993372951,"[1, 5, 7, 10, 12]"
369,0-1__2-3__4__5__6__7__8__9__10-11__12-13__14-15,0.061086955685,"[0, 2, 10, 12, 14]"
370,0__1__2-3__4-5__6__7-8__9__10-11__12__13__14-15,0.061189877515,"[2, 4, 7, 10, 14]"
371,0__1__2__3-4__5__6__7-8__9__10-11__12-13__14-15,0.061521644543,"[3, 7, 10, 12, 14]"
372,0__1-2__3-4__5__6__7-8__9__10__11-12__13__14-15,0.061652357459,"[1, 3, 7, 11, 14]"
373,0-1__2-3__4__5__6__7-8__9__10-11__12__13__14-15,0.061889589598,"[0, 2, 7, 10, 14]"
374,0__1__2-3__4-5__6__7-8__9-10__11__12-13__14__15,0.064387250163,"[2, 4, 7, 9, 12]"
375,0-1__2-3__4__5__6__7-8__9-10__11__12-13__14__15,0.065086962246,"[0, 2, 7, 9, 12]"
376,0-1__2-3__4-5__6__7__8-9__10__11__12__13-14__15,0.06613533556,"[0, 2, 4, 8, 13]"
377,0-1__2__3__4-5__6__7__8-9__10__11__12-13__14-15,0.071855797079,"[0, 4, 8, 12, 14]"
378,0__1__2-3__4-5__6__7-8__9-10__11-12__13__14__15,0.072290123154,"[2, 4, 7, 9, 11]"
379,0-1__2__3__4-5__6__7-8__9-10__11__12__13-14__15,0.07256423063,"[0, 4, 7, 9, 13]"
380,0-1__2-3__4__5__6__7-8__9-10__11-12__13__14__15,0.072989835237,"[0, 2, 7, 9, 11]"
381,0-1__2-3__4-5__6__7-8__9__10__11__12__13-14__15,0.073981094355,"[0, 2, 4, 7, 13]"
382,0__1-2__3__4-5__6__7__8-9__10__11__12-13__14-15,0.074224292051,"[1, 4, 8, 12, 14]"
383,0-1__2__3-4__5__6__7__8-9__10__11-12__13-14__15,0.074369975579,"[0, 3, 8, 11, 13]"
384,0__1-2__3__4-5__6__7-8__9-10__11__12__13-14__15,0.074932725602,"[1, 4, 7, 9, 13]"
385,0__1__2-3__4-5__6__7__8-9__10-11__12__13-14__15,0.076275990607,"[2, 4, 8, 10, 13]"
386,0__1-2__3-4__5__6__7__8-9__10__11-12__13-14__15,0.07673847055,"[1, 3, 8, 11, 13]"
387,0-1__2-3__4__5__6__7__8-9__10-11__12__13-14__15,0.076975702689,"[0, 2, 8, 10, 13]"
388,0-1__2__3-4__5__6__7__8-9__10-11__12__13__14-15,0.078636948344,"[0, 3, 8, 10, 14]"
389,0-1__2__3__4-5__6__7__8__9-10__11-12__13-14__15,0.079664469708,"[0, 4, 9, 11, 13]"
390,0-1__2__3__4-5__6__7-8__9__10__11__12-13__14-15,0.079701555874,"[0, 4, 7, 12, 14]"
391,0-1__2__3__4-5__6__7__8-9__10__11-12__13__14-15,0.07975867007,"[0, 4, 8, 11, 14]"
392,0__1-2__3-4__5__6__7__8-9__10-11__12__13__14-15,0.081005443316,"[1, 3, 8, 10, 14]"
393,0-1__2-3__4-5__6__7__8__9__10__11-12__13-14__15,0.081081333433,"[0, 2, 4, 11, 13]"
394,0__1__2__3__4-5__6__7__8-9__10-11__12-13__14-15,0.081996452126,"[4, 8, 10, 12, 14]"
395,0__1-2__3__4-5__6__7__8__9-10__11-12__13-14__15,0.08203296468,"[1, 4, 9, 11, 13]"
396,0__1-2__3__4-5__6__7-8__9__10__11__12-13__14-15,0.082070050845,"[1, 4, 7, 12, 14]"
397,0__1-2__3__4-5__6__7__8-9__10__11-12__13__14-15,0.082127165042,"[1, 4, 8, 11, 14]"
398,0-1__2__3-4__5__6__7-8__9__10__11-12__13-14__15,0.082215734373,"[0, 3, 7, 11, 13]"
399,0-1__2__3__4__5__6__7__8-9__10-11__12-13__14-15,0.082696164208,"[0, 8, 10, 12, 14]"
400,0__1__2-3__4-5__6__7-8__9__10-11__12__13-14__15,0.084121749401,"[2, 4, 7, 10, 13]"
401,0__1-2__3-4__5__6__7-8__9__10__11-12__13-14__15,0.084584229345,"[1, 3, 7, 11, 13]"
402,0-1__2-3__4__5__6__7-8__9__10-11__12__13-14__15,0.084821461484,"[0, 2, 7, 10, 13]"
403,0__1-2__3__4__5__6__7__8-9__10-11__12-13__14-15,0.08506465918,"[1, 8, 10, 12, 14]"
404,0-1__2-3__4-5__6__7__8__9__10-11__12__13__14-15,0.085348306198,"[0, 2, 4, 10, 14]"
405,0-1__2__3-4__5__6__7__8__9__10-11__12-13__14-15,0.085680073226,"[0, 3, 10, 12, 14]"
406,0-1__2__3-4__5__6__7-8__9__10-11__12__13__14-15,0.086482707139,"[0, 3, 7, 10, 14]"
407,0-1__2__3__4-5__6__7-8__9__10__11-12__13__14-15,0.087604428865,"[0, 4, 7, 11, 14]"
408,0__1-2__3-4__5__6__7__8__9__10-11__12-13__14-15,0.088048568197,"[1, 3, 10, 12, 14]"
409,0-1__2-3__4-5__6__7__8__9-10__11__12-13__14__15,0.088545678846,"[0, 2, 4, 9, 12]"
410,0__1-2__3-4__5__6__7-8__9__10-11__12__13__14-15,0.08885120211,"[1, 3, 7, 10, 14]"
411,0-1__2-3__4-5__6__7-8__9-10__11__12__13__14__15,0.089348312759,"[0, 2, 4, 7, 9]"
412,0-1__2__3-4__5__6__7-8__9-10__11__12-13__14__15,0.089680079786,"[0, 3, 7, 9, 12]"
413,0__1__2__3__4-5__6__7-8__9__10-11__12-13__14-15,0.08984221092,"[4, 7, 10, 12, 14]"
414,0__1-2__3__4-5__6__7-8__9__10__11-12__13__14-15,0.089972923836,"[1, 4, 7, 11, 14]"
415,0-1__2__3__4__5__6__7-8__9__10-11__12-13__14-15,0.090541923003,"[0, 7, 10, 12, 14]"
416,0__1-2__3-4__5__6__7-8__9-10__11__12-13__14__15,0.092048574758,"[1, 3, 7, 9, 12]"
417,0__1-2__3__4__5__6__7-8__9__10-11__12-13__14-15,0.092910417975,"[1, 7, 10, 12, 14]"
418,0-1__2-3__4-5__6__7__8__9-10__11-12__13__14__15,0.096448551837,"[0, 2, 4, 9, 11]"
419,0-1__2__3-4__5__6__7-8__9-10__11-12__13__14__15,0.097582952778,"[0, 3, 7, 9, 11]"
420,0__1-2__3-4__5__6__7-8__9-10__11-12__13__14__15,0.099951447749,"[1, 3, 7, 9, 11]"
421,0-1__2__3-4__5__6__7__8-9__10-11__12__13-14__15,0.10156882023,"[0, 3, 8, 10, 13]"
422,0-1__2__3__4-5__6__7__8-9__10__11-12__13-14__15,0.102690541956,"[0, 4, 8, 11, 13]"
423,0__1-2__3-4__5__6__7__8-9__10-11__12__13-14__15,0.103937315202,"[1, 3, 8, 10, 13]"
424,0__1-2__3__4-5__6__7__8-9__10__11-12__13-14__15,0.105059036928,"[1, 4, 8, 11, 13]"
425,0-1__2__3__4-5__6__7__8-9__10-11__12__13__14-15,0.106957514722,"[0, 4, 8, 10, 14]"
426,0-1__2-3__4-5__6__7__8__9__10-11__12__13-14__15,0.108280178084,"[0, 2, 4, 10, 13]"
427,0__1-2__3__4-5__6__7__8-9__10-11__12__13__14-15,0.109326009693,"[1, 4, 8, 10, 14]"
428,0-1__2__3-4__5__6__7-8__9__10-11__12__13-14__15,0.109414579025,"[0, 3, 7, 10, 13]"
429,0-1__2__3__4-5__6__7-8__9__10__11-12__13-14__15,0.110536300751,"[0, 4, 7, 11, 13]"
430,0-1__2-3__4-5__6__7__8-9__10__11__12-13__14__15,0.111571751094,"[0, 2, 4, 8, 12]"
431,0__1-2__3-4__5__6__7-8__9__10-11__12__13-14__15,0.111783073997,"[1, 3, 7, 10, 13]"
432,0__1-2__3__4-5__6__7-8__9__10__11-12__13-14__15,0.112904795723,"[1, 4, 7, 11, 13]"
433,0-1__2__3__4-5__6__7__8__9__10-11__12-13__14-15,0.114000639603,"[0, 4, 10, 12, 14]"
434,0-1__2__3__4-5__6__7-8__9__10-11__12__13__14-15,0.114803273516,"[0, 4, 7, 10, 14]"
435,0__1-2__3__4-5__6__7__8__9__10-11__12-13__14-15,0.116369134575,"[1, 4, 10, 12, 14]"
436,0__1-2__3__4-5__6__7-8__9__10-11__12__13__14-15,0.117171768488,"[1, 4, 7, 10, 14]"
437,0-1__2__3__4-5__6__7-8__9-10__11__12-13__14__15,0.118000646164,"[0, 4, 7, 9, 12]"
438,0-1__2-3__4-5__6__7-8__9__10__11__12-13__14__15,0.119417509889,"[0, 2, 4, 7, 12]"
439,0-1__2-3__4-5__6__7__8-9__10__11-12__13__14__15,0.119474624085,"[0, 2, 4, 8, 11]"
440,0__1-2__3__4-5__6__7-8__9-10__11__12-13__14__15,0.120369141136,"[1, 4, 7, 9, 12]"
441,0__1__2-3__4-5__6__7__8-9__10-11__12-13__14__15,0.12171240614,"[2, 4, 8, 10, 12]"
442,0-1__2-3__4__5__6__7__8-9__10-11__12-13__14__15,0.122412118223,"[0, 2, 8, 10, 12]"
443,0-1__2__3__4-5__6__7-8__9-10__11-12__13__14__15,0.125903519155,"[0, 4, 7, 9, 11]"
444,0-1__2-3__4-5__6__7-8__9__10__11-12__13__14__15,0.12732038288,"[0, 2, 4, 7, 11]"
445,0__1-2__3__4-5__6__7-8__9-10__11-12__13__14__15,0.128272014127,"[1, 4, 7, 9, 11]"
446,0__1__2-3__4-5__6__7-8__9__10-11__12-13__14__15,0.129558164935,"[2, 4, 7, 10, 12]"
447,0-1__2__3__4-5__6__7__8-9__10-11__12__13-14__15,0.129889386608,"[0, 4, 8, 10, 13]"
448,0-1__2-3__4__5__6__7-8__9__10-11__12-13__14__15,0.130257877018,"[0, 2, 7, 10, 12]"
449,0__1-2__3__4-5__6__7__8-9__10-11__12__13-14__15,0.132257881579,"[1, 4, 8, 10, 13]"
450,0-1__2__3__4-5__6__7-8__9__10-11__12__13-14__15,0.137735145402,"[0, 4, 7, 10, 13]"
451,0__1-2__3__4-5__6__7-8__9__10-11__12__13-14__15,0.140103640374,"[1, 4, 7, 10, 13]"
452,0-1__2-3__4-5__6__7__8-9__10-11__12__13__14__15,0.146673468737,"[0, 2, 4, 8, 10]"
453,0-1__2__3-4__5__6__7__8-9__10-11__12-13__14__15,0.147005235764,"[0, 3, 8, 10, 12]"
454,0__1-2__3-4__5__6__7__8-9__10-11__12-13__14__15,0.149373730736,"[1, 3, 8, 10, 12]"
455,0-1__2-3__4-5__6__7__8__9__10-11__12-13__14__15,0.153716593618,"[0, 2, 4, 10, 12]"
456,0-1__2-3__4-5__6__7-8__9__10-11__12__13__14__15,0.154519227531,"[0, 2, 4, 7, 10]"
457,0-1__2__3-4__5__6__7-8__9__10-11__12-13__14__15,0.154850994559,"[0, 3, 7, 10, 12]"
458,0__1-2__3-4__5__6__7-8__9__10-11__12-13__14__15,0.15721948953,"[1, 3, 7, 10, 12]"
459,0-1__2__3__4-5__6__7__8-9__10-11__12-13__14__15,0.175325802142,"[0, 4, 8, 10, 12]"
460,0__1-2__3__4-5__6__7__8-9__10-11__12-13__14__15,0.177694297113,"[1, 4, 8, 10, 12]"
461,0-1__2__3__4-5__6__7-8__9__10-11__12-13__14__15,0.183171560936,"[0, 4, 7, 10, 12]"
462,0__1-2__3__4-5__6__7-8__9__10-11__12-13__14__15,0.185540055908,"[1, 4, 7, 10, 12]"
