predicted_rank,partition_id,predicted_score,merged_boundaries
42,0-1__2-3__4__5__6-7__8__9__10__11-12__13__14-15,-0.096691566326,"[0, 2, 6, 11, 14]"
43,0__1-2__3__4__5__6-7__8__9-10__11-12__13__14-15,-0.095739935079,"[1, 6, 9, 11, 14]"
44,0__1__2-3__4__5__6-7__8__9__10-11__12-13__14-15,-0.094453784271,"[2, 6, 10, 12, 14]"
45,0__1__2__3__4__5-6__7-8__9-10__11-12__13__14-15,-0.091972513818,"[5, 7, 9, 11, 14]"
46,0__1__2-3__4__5-6__7-8__9__10__11-12__13__14-15,-0.090555650094,"[2, 5, 7, 11, 14]"
47,0__1__2-3__4-5__6-7__8-9__10__11__12__13-14__15,-0.089405404395,"[2, 4, 6, 8, 13]"
48,0-1__2-3__4__5__6-7__8-9__10__11__12__13-14__15,-0.088705692313,"[0, 2, 6, 8, 13]"
49,0-1__2__3-4__5__6-7__8__9-10__11__12__13-14__15,-0.08713864702,"[0, 3, 6, 9, 13]"
50,0-1__2__3-4__5__6-7__8-9__10__11__12__13__14-15,-0.087044446658,"[0, 3, 6, 8, 14]"
51,0__1-2__3-4__5__6-7__8__9-10__11__12__13-14__15,-0.084770152048,"[1, 3, 6, 9, 13]"
52,0__1-2__3-4__5__6-7__8-9__10__11__12__13__14-15,-0.084675951686,"[1, 3, 6, 8, 14]"
53,0__1__2__3__4-5__6-7__8-9__10__11__12-13__14-15,-0.083684942876,"[4, 6, 8, 12, 14]"
54,0-1__2__3__4__5__6-7__8-9__10__11__12-13__14-15,-0.082985230794,"[0, 6, 8, 12, 14]"
55,0-1__2__3__4-5__6-7__8__9-10__11__12__13__14-15,-0.081749952528,"[0, 4, 6, 9, 14]"
56,0__1__2__3-4__5-6__7__8-9__10__11__12-13__14-15,-0.081711164339,"[3, 5, 8, 12, 14]"
57,0-1__2-3__4__5-6__7__8__9-10__11__12__13-14__15,-0.081437419645,"[0, 2, 5, 9, 13]"
58,0-1__2-3__4__5-6__7__8-9__10__11__12__13__14-15,-0.081343219283,"[0, 2, 5, 8, 14]"
59,0__1__2__3-4__5__6-7__8-9__10__11-12__13-14__15,-0.081170764377,"[3, 6, 8, 11, 13]"
60,0__1__2__3-4__5-6__7-8__9-10__11__12__13-14__15,-0.081002730787,"[3, 5, 7, 9, 13]"
61,0__1-2__3__4__5__6-7__8-9__10__11__12-13__14-15,-0.080616735822,"[1, 6, 8, 12, 14]"
62,0-1__2-3__4-5__6-7__8__9__10__11__12__13__14-15,-0.080333088804,"[0, 2, 4, 6, 14]"
63,0-1__2__3-4__5__6-7__8__9__10__11__12-13__14-15,-0.080001321776,"[0, 3, 6, 12, 14]"
64,0-1__2__3-4__5-6__7__8__9-10__11__12__13__14-15,-0.07977617399,"[0, 3, 5, 9, 14]"
65,0__1-2__3__4-5__6-7__8__9-10__11__12__13__14-15,-0.079381457557,"[1, 4, 6, 9, 14]"
66,0__1__2-3__4__5__6-7__8-9__10-11__12__13-14__15,-0.078565037266,"[2, 6, 8, 10, 13]"
67,0__1-2__3-4__5__6-7__8__9__10__11__12-13__14-15,-0.077632826805,"[1, 3, 6, 12, 14]"
68,0__1-2__3-4__5-6__7__8__9-10__11__12__13__14-15,-0.077407679019,"[1, 3, 5, 9, 14]"
69,0__1__2__3-4__5__6-7__8-9__10-11__12__13__14-15,-0.076903791611,"[3, 6, 8, 10, 14]"
70,0__1__2__3__4-5__6-7__8__9-10__11-12__13-14__15,-0.075876270247,"[4, 6, 9, 11, 13]"
71,0__1__2__3__4-5__6-7__8-9__10__11-12__13__14-15,-0.075782069885,"[4, 6, 8, 11, 14]"
72,0-1__2__3__4__5-6__7__8__9-10__11__12-13__14-15,-0.075716958126,"[0, 5, 9, 12, 14]"
73,0__1__2-3__4__5-6__7__8-9__10__11-12__13-14__15,-0.075469537002,"[2, 5, 8, 11, 13]"
74,0-1__2__3__4__5__6-7__8__9-10__11-12__13-14__15,-0.075176558164,"[0, 6, 9, 11, 13]"
75,0-1__2__3__4__5__6-7__8-9__10__11-12__13__14-15,-0.075082357802,"[0, 6, 8, 11, 14]"
76,0-1__2__3__4__5-6__7-8__9-10__11__12__13__14-15,-0.074914324213,"[0, 5, 7, 9, 14]"
77,0__1__2-3__4-5__6-7__8__9__10__11-12__13-14__15,-0.074459406523,"[2, 4, 6, 11, 13]"
78,0-1__2-3__4__5-6__7__8__9__10__11__12-13__14-15,-0.074300094402,"[0, 2, 5, 12, 14]"
79,0__1__2__3-4__5-6__7__8__9-10__11-12__13-14__15,-0.073902491709,"[3, 5, 9, 11, 13]"
80,0__1__2__3-4__5-6__7-8__9__10__11__12-13__14-15,-0.073865405544,"[3, 5, 7, 12, 14]"
81,0__1__2__3-4__5-6__7__8-9__10__11-12__13__14-15,-0.073808291347,"[3, 5, 8, 11, 14]"
82,0-1__2-3__4__5__6-7__8__9__10__11-12__13-14__15,-0.07375969444,"[0, 2, 6, 11, 13]"
83,0-1__2-3__4__5-6__7-8__9__10__11__12__13__14-15,-0.073497460489,"[0, 2, 5, 7, 14]"
84,0__1-2__3__4__5-6__7__8__9-10__11__12-13__14-15,-0.073348463155,"[1, 5, 9, 12, 14]"
85,0__1__2__3__4__5__6-7__8-9__10-11__12-13__14-15,-0.072844575747,"[6, 8, 10, 12, 14]"
86,0__1-2__3__4__5__6-7__8__9-10__11-12__13-14__15,-0.072808063193,"[1, 6, 9, 11, 13]"
87,0__1-2__3__4__5__6-7__8-9__10__11-12__13__14-15,-0.072713862831,"[1, 6, 8, 11, 14]"
88,0__1-2__3__4__5-6__7-8__9-10__11__12__13__14-15,-0.072545829242,"[1, 5, 7, 9, 14]"
89,0-1__2__3-4__5__6-7__8__9__10__11-12__13__14-15,-0.072098448785,"[0, 3, 6, 11, 14]"
90,0__1__2-3__4__5-6__7__8-9__10-11__12__13__14-15,-0.071202564237,"[2, 5, 8, 10, 14]"
91,0__1__2-3__4-5__6-7__8__9__10-11__12__13__14-15,-0.070192433757,"[2, 4, 6, 10, 14]"
92,0__1__2__3-4__5__6-7__8__9__10-11__12-13__14-15,-0.06986066673,"[3, 6, 10, 12, 14]"
93,0__1-2__3-4__5__6-7__8__9__10__11-12__13__14-15,-0.069729953813,"[1, 3, 6, 11, 14]"
94,0-1__2-3__4__5__6-7__8__9__10-11__12__13__14-15,-0.069492721674,"[0, 2, 6, 10, 14]"
95,0__1__2__3__4__5-6__7-8__9-10__11-12__13-14__15,-0.069040641932,"[5, 7, 9, 11, 13]"
96,0-1__2__3__4__5-6__7__8__9-10__11-12__13__14-15,-0.067814085135,"[0, 5, 9, 11, 14]"
97,0__1__2-3__4__5-6__7-8__9__10__11-12__13-14__15,-0.067623778207,"[2, 5, 7, 11, 13]"
98,0__1__2-3__4-5__6-7__8__9-10__11__12-13__14__15,-0.06699506111,"[2, 4, 6, 9, 12]"
99,0-1__2-3__4__5-6__7__8__9__10__11-12__13__14-15,-0.06639722141,"[0, 2, 5, 11, 14]"
100,0-1__2-3__4__5__6-7__8__9-10__11__12-13__14__15,-0.066295349027,"[0, 2, 6, 9, 12]"
101,0__1__2__3-4__5-6__7-8__9__10__11-12__13__14-15,-0.065962532553,"[3, 5, 7, 11, 14]"
102,0__1-2__3__4__5-6__7__8__9-10__11-12__13__14-15,-0.065445590163,"[1, 5, 9, 11, 14]"
103,0__1__2-3__4__5-6__7__8__9__10-11__12-13__14-15,-0.064159439355,"[2, 5, 10, 12, 14]"
104,0-1__2__3-4__5__6-7__8-9__10__11__12__13-14__15,-0.064112574772,"[0, 3, 6, 8, 13]"
105,0__1__2-3__4__5-6__7-8__9__10-11__12__13__14-15,-0.063356805442,"[2, 5, 7, 10, 14]"
106,0__1-2__3-4__5__6-7__8-9__10__11__12__13-14__15,-0.0617440798,"[1, 3, 6, 8, 13]"
107,0__1__2-3__4__5-6__7-8__9-10__11__12-13__14__15,-0.060159432794,"[2, 5, 7, 9, 12]"
108,0__1__2-3__4-5__6-7__8__9-10__11-12__13__14__15,-0.059092188118,"[2, 4, 6, 9, 11]"
109,0-1__2__3__4-5__6-7__8__9-10__11__12__13-14__15,-0.058818080642,"[0, 4, 6, 9, 13]"
110,0-1__2__3__4-5__6-7__8-9__10__11__12__13__14-15,-0.05872388028,"[0, 4, 6, 8, 14]"
111,0-1__2-3__4__5-6__7__8-9__10__11__12__13-14__15,-0.058411347397,"[0, 2, 5, 8, 13]"
112,0-1__2-3__4__5__6-7__8__9-10__11-12__13__14__15,-0.058392476036,"[0, 2, 6, 9, 11]"
113,0-1__2-3__4-5__6-7__8__9__10__11__12__13-14__15,-0.057401216918,"[0, 2, 4, 6, 13]"
114,0-1__2__3-4__5-6__7__8__9-10__11__12__13-14__15,-0.056844302104,"[0, 3, 5, 9, 13]"
115,0-1__2__3-4__5-6__7__8-9__10__11__12__13__14-15,-0.056750101742,"[0, 3, 5, 8, 14]"
116,0__1-2__3__4-5__6-7__8__9-10__11__12__13-14__15,-0.05644958567,"[1, 4, 6, 9, 13]"
117,0__1-2__3__4-5__6-7__8-9__10__11__12__13__14-15,-0.056355385309,"[1, 4, 6, 8, 14]"
118,0__1-2__3-4__5-6__7__8__9-10__11__12__13-14__15,-0.054475807133,"[1, 3, 5, 9, 13]"
119,0__1-2__3-4__5-6__7__8-9__10__11__12__13__14-15,-0.054381606771,"[1, 3, 5, 8, 14]"
120,0__1__2__3-4__5__6-7__8-9__10-11__12__13-14__15,-0.053971919725,"[3, 6, 8, 10, 13]"
121,0__1__2__3__4-5__6-7__8-9__10__11-12__13-14__15,-0.052850197999,"[4, 6, 8, 11, 13]"
122,0-1__2__3__4__5-6__7__8-9__10__11__12-13__14-15,-0.052690885878,"[0, 5, 8, 12, 14]"
123,0__1__2-3__4__5-6__7-8__9-10__11-12__13__14__15,-0.052256559803,"[2, 5, 7, 9, 11]"
124,0-1__2__3__4__5__6-7__8-9__10__11-12__13-14__15,-0.052150485916,"[0, 6, 8, 11, 13]"
125,0-1__2__3__4__5-6__7-8__9-10__11__12__13-14__15,-0.051982452327,"[0, 5, 7, 9, 13]"
126,0-1__2__3__4-5__6-7__8__9__10__11__12-13__14-15,-0.051680755399,"[0, 4, 6, 12, 14]"
127,0__1__2__3-4__5-6__7__8-9__10__11-12__13-14__15,-0.050876419461,"[3, 5, 8, 11, 13]"
128,0-1__2-3__4__5-6__7-8__9__10__11__12__13-14__15,-0.050565588602,"[0, 2, 5, 7, 13]"
129,0__1-2__3__4__5-6__7__8-9__10__11__12-13__14-15,-0.050322390906,"[1, 5, 8, 12, 14]"
130,0__1-2__3__4__5__6-7__8-9__10__11-12__13-14__15,-0.049781990945,"[1, 6, 8, 11, 13]"
131,0-1__2__3-4__5-6__7__8__9__10__11__12-13__14-15,-0.049706976861,"[0, 3, 5, 12, 14]"
132,0__1-2__3__4__5-6__7-8__9-10__11__12__13-14__15,-0.049613957355,"[1, 5, 7, 9, 13]"
133,0__1-2__3__4-5__6-7__8__9__10__11__12-13__14-15,-0.049312260427,"[1, 4, 6, 12, 14]"
134,0-1__2__3-4__5__6-7__8__9__10__11-12__13-14__15,-0.049166576899,"[0, 3, 6, 11, 13]"
135,0-1__2__3-4__5-6__7-8__9__10__11__12__13__14-15,-0.048904342948,"[0, 3, 5, 7, 14]"
136,0__1__2__3__4-5__6-7__8-9__10-11__12__13__14-15,-0.048583225234,"[4, 6, 8, 10, 14]"
137,0__1__2-3__4__5-6__7__8-9__10-11__12__13-14__15,-0.048270692351,"[2, 5, 8, 10, 13]"
138,0-1__2__3__4__5__6-7__8-9__10-11__12__13__14-15,-0.047883513151,"[0, 6, 8, 10, 14]"
139,0__1-2__3-4__5-6__7__8__9__10__11__12-13__14-15,-0.047338481889,"[1, 3, 5, 12, 14]"
140,0__1__2-3__4-5__6-7__8__9__10-11__12__13-14__15,-0.047260561871,"[2, 4, 6, 10, 13]"
141,0__1-2__3-4__5__6-7__8__9__10__11-12__13-14__15,-0.046798081927,"[1, 3, 6, 11, 13]"
142,0__1__2__3-4__5-6__7__8-9__10-11__12__13__14-15,-0.046609446696,"[3, 5, 8, 10, 14]"
143,0-1__2-3__4__5__6-7__8__9__10-11__12__13-14__15,-0.046560849788,"[0, 2, 6, 10, 13]"
144,0__1-2__3-4__5-6__7-8__9__10__11__12__13__14-15,-0.046535847976,"[1, 3, 5, 7, 14]"
145,0__1-2__3__4__5__6-7__8-9__10-11__12__13__14-15,-0.045515018179,"[1, 6, 8, 10, 14]"
146,0-1__2__3-4__5__6-7__8__9__10-11__12__13__14-15,-0.044899604134,"[0, 3, 6, 10, 14]"
147,0-1__2__3__4__5-6__7__8__9-10__11-12__13-14__15,-0.044882213249,"[0, 5, 9, 11, 13]"
148,0-1__2__3__4__5-6__7-8__9__10__11__12-13__14-15,-0.044845127083,"[0, 5, 7, 12, 14]"
149,0-1__2__3__4__5-6__7__8-9__10__11-12__13__14-15,-0.044788012887,"[0, 5, 8, 11, 14]"
150,0__1__2-3__4-5__6-7__8-9__10__11__12-13__14__15,-0.043968988862,"[2, 4, 6, 8, 12]"
151,0-1__2__3__4-5__6-7__8__9__10__11-12__13__14-15,-0.043777882407,"[0, 4, 6, 11, 14]"
152,0-1__2-3__4__5-6__7__8__9__10__11-12__13-14__15,-0.043465349524,"[0, 2, 5, 11, 13]"
153,0-1__2-3__4__5__6-7__8-9__10__11__12-13__14__15,-0.043269276779,"[0, 2, 6, 8, 12]"
154,0__1__2__3-4__5-6__7-8__9__10__11-12__13-14__15,-0.043030660667,"[3, 5, 7, 11, 13]"
155,0__1__2__3__4__5-6__7__8-9__10-11__12-13__14-15,-0.042550230832,"[5, 8, 10, 12, 14]"
156,0__1-2__3-4__5__6-7__8__9__10-11__12__13__14-15,-0.042531109162,"[1, 3, 6, 10, 14]"
157,0__1-2__3__4__5-6__7__8__9-10__11-12__13-14__15,-0.042513718277,"[1, 5, 9, 11, 13]"
158,0__1-2__3__4__5-6__7-8__9__10__11__12-13__14-15,-0.042476632112,"[1, 5, 7, 12, 14]"
159,0__1-2__3__4__5-6__7__8-9__10__11-12__13__14-15,-0.042419517915,"[1, 5, 8, 11, 14]"
160,0-1__2-3__4-5__6-7__8__9-10__11__12__13__14__15,-0.042033998513,"[0, 2, 4, 6, 9]"
161,0-1__2__3-4__5-6__7__8__9__10__11-12__13__14-15,-0.04180410387,"[0, 3, 5, 11, 14]"
162,0-1__2__3-4__5__6-7__8__9-10__11__12-13__14__15,-0.041702231486,"[0, 3, 6, 9, 12]"
163,0__1__2__3__4-5__6-7__8__9__10-11__12-13__14-15,-0.041540100352,"[4, 6, 10, 12, 14]"
164,0__1-2__3__4-5__6-7__8__9__10__11-12__13__14-15,-0.041409387436,"[1, 4, 6, 11, 14]"
165,0-1__2__3__4__5__6-7__8__9__10-11__12-13__14-15,-0.040840388269,"[0, 6, 10, 12, 14]"
166,0__1__2-3__4__5-6__7-8__9__10-11__12__13-14__15,-0.040424933556,"[2, 5, 7, 10, 13]"
167,0__1__2__3-4__5-6__7__8__9__10-11__12-13__14-15,-0.039566321814,"[3, 5, 10, 12, 14]"
168,0__1-2__3-4__5-6__7__8__9__10__11-12__13__14-15,-0.039435608898,"[1, 3, 5, 11, 14]"
169,0__1-2__3-4__5__6-7__8__9-10__11__12-13__14__15,-0.039333736514,"[1, 3, 6, 9, 12]"
170,0-1__2-3__4__5-6__7__8__9__10-11__12__13__14-15,-0.039198376759,"[0, 2, 5, 10, 14]"
171,0__1__2__3-4__5-6__7-8__9__10-11__12__13__14-15,-0.038763687901,"[3, 5, 7, 10, 14]"
172,0__1-2__3__4__5__6-7__8__9__10-11__12-13__14-15,-0.038471893298,"[1, 6, 10, 12, 14]"
173,0-1__2__3__4__5-6__7-8__9__10__11-12__13__14-15,-0.036942254092,"[0, 5, 7, 11, 14]"
174,0__1__2-3__4-5__6-7__8-9__10__11-12__13__14__15,-0.03606611587,"[2, 4, 6, 8, 11]"
175,0-1__2-3__4__5-6__7__8__9-10__11__12-13__14__15,-0.036001004111,"[0, 2, 5, 9, 12]"
176,0-1__2__3__4-5__6-7__8-9__10__11__12__13-14__15,-0.035792008394,"[0, 4, 6, 8, 13]"
177,0__1__2__3-4__5-6__7-8__9-10__11__12-13__14__15,-0.035566315254,"[3, 5, 7, 9, 12]"
178,0-1__2-3__4__5__6-7__8-9__10__11-12__13__14__15,-0.035366403787,"[0, 2, 6, 8, 11]"
179,0-1__2-3__4__5-6__7-8__9-10__11__12__13__14__15,-0.035198370198,"[0, 2, 5, 7, 9]"
180,0__1__2__3__4__5-6__7-8__9__10-11__12-13__14-15,-0.034704472037,"[5, 7, 10, 12, 14]"
181,0__1-2__3__4__5-6__7-8__9__10__11-12__13__14-15,-0.034573759121,"[1, 5, 7, 11, 14]"
182,0-1__2__3-4__5-6__7__8-9__10__11__12__13-14__15,-0.033818229856,"[0, 3, 5, 8, 13]"
183,0-1__2__3-4__5__6-7__8__9-10__11-12__13__14__15,-0.033799358495,"[0, 3, 6, 9, 11]"
184,0__1-2__3__4-5__6-7__8-9__10__11__12__13-14__15,-0.033423513422,"[1, 4, 6, 8, 13]"
185,0__1__2-3__4__5__6-7__8-9__10-11__12-13__14__15,-0.033128621732,"[2, 6, 8, 10, 12]"
186,0__1-2__3-4__5-6__7__8-9__10__11__12__13-14__15,-0.031449734885,"[1, 3, 5, 8, 13]"
187,0__1-2__3-4__5__6-7__8__9-10__11-12__13__14__15,-0.031430863523,"[1, 3, 6, 9, 11]"
188,0__1__2-3__4__5__6__7-8__9-10__11__12-13__14-15,-0.028242387771,"[2, 7, 9, 12, 14]"
189,0-1__2-3__4__5-6__7__8__9-10__11-12__13__14__15,-0.02809813112,"[0, 2, 5, 9, 11]"
190,0__1__2__3-4__5-6__7-8__9-10__11-12__13__14__15,-0.027663442262,"[3, 5, 7, 9, 11]"
191,0-1__2__3-4__5-6__7-8__9__10__11__12__13-14__15,-0.025972471062,"[0, 3, 5, 7, 13]"
192,0__1__2__3__4-5__6-7__8-9__10-11__12__13-14__15,-0.025651353348,"[4, 6, 8, 10, 13]"
193,0-1__2__3__4__5__6-7__8-9__10-11__12__13-14__15,-0.024951641265,"[0, 6, 8, 10, 13]"
194,0__1__2__3-4__5-6__7__8-9__10-11__12__13-14__15,-0.02367757481,"[3, 5, 8, 10, 13]"
195,0__1-2__3-4__5-6__7-8__9__10__11__12__13-14__15,-0.02360397609,"[1, 3, 5, 7, 13]"
196,0__1-2__3__4__5__6-7__8-9__10-11__12__13-14__15,-0.022583146293,"[1, 6, 8, 10, 13]"
197,0-1__2__3-4__5__6-7__8__9__10-11__12__13-14__15,-0.021967732247,"[0, 3, 6, 10, 13]"
198,0-1__2__3__4__5-6__7__8-9__10__11-12__13-14__15,-0.021856141001,"[0, 5, 8, 11, 13]"
199,0-1__2__3__4-5__6-7__8__9__10__11-12__13-14__15,-0.020846010521,"[0, 4, 6, 11, 13]"
200,0__1__2-3__4__5__6__7-8__9-10__11-12__13__14-15,-0.020339514779,"[2, 7, 9, 11, 14]"
201,0__1-2__3-4__5__6-7__8__9__10-11__12__13-14__15,-0.019599237276,"[1, 3, 6, 10, 13]"
202,0__1-2__3__4__5-6__7__8-9__10__11-12__13-14__15,-0.019487646029,"[1, 5, 8, 11, 13]"
203,0-1__2-3__4-5__6-7__8-9__10__11__12__13__14__15,-0.019007926265,"[0, 2, 4, 6, 8]"
204,0-1__2__3-4__5-6__7__8__9__10__11-12__13-14__15,-0.018872231983,"[0, 3, 5, 11, 13]"
205,0-1__2__3-4__5__6-7__8-9__10__11__12-13__14__15,-0.018676159238,"[0, 3, 6, 8, 12]"
206,0__1-2__3__4-5__6-7__8__9__10__11-12__13-14__15,-0.01847751555,"[1, 4, 6, 11, 13]"
207,0-1__2__3__4__5-6__7__8-9__10-11__12__13__14-15,-0.017589168235,"[0, 5, 8, 10, 14]"
208,0-1__2__3__4-5__6-7__8__9__10-11__12__13__14-15,-0.016579037756,"[0, 4, 6, 10, 14]"
209,0__1-2__3-4__5-6__7__8__9__10__11-12__13-14__15,-0.016503737012,"[1, 3, 5, 11, 13]"
210,0__1-2__3-4__5__6-7__8-9__10__11__12-13__14__15,-0.016307664266,"[1, 3, 6, 8, 12]"
211,0-1__2-3__4__5-6__7__8__9__10-11__12__13-14__15,-0.016266504873,"[0, 2, 5, 10, 13]"
212,0__1__2__3-4__5-6__7-8__9__10-11__12__13-14__15,-0.015831816015,"[3, 5, 7, 10, 13]"
213,0__1-2__3__4__5-6__7__8-9__10-11__12__13__14-15,-0.015220673264,"[1, 5, 8, 10, 14]"
214,0-1__2__3-4__5-6__7__8__9__10-11__12__13__14-15,-0.014605259218,"[0, 3, 5, 10, 14]"
215,0__1-2__3__4-5__6-7__8__9__10-11__12__13__14-15,-0.014210542784,"[1, 4, 6, 10, 14]"
216,0-1__2__3__4__5-6__7-8__9__10__11-12__13-14__15,-0.014010382206,"[0, 5, 7, 11, 13]"
217,0-1__2__3__4-5__6-7__8__9-10__11__12-13__14__15,-0.013381665108,"[0, 4, 6, 9, 12]"
218,0-1__2-3__4__5-6__7__8-9__10__11__12-13__14__15,-0.012974931863,"[0, 2, 5, 8, 12]"
219,0__1-2__3-4__5-6__7__8__9__10-11__12__13__14-15,-0.012236764246,"[1, 3, 5, 10, 14]"
220,0-1__2-3__4-5__6-7__8__9__10__11__12-13__14__15,-0.011964801384,"[0, 2, 4, 6, 12]"
221,0__1-2__3__4__5-6__7-8__9__10__11-12__13-14__15,-0.011641887234,"[1, 5, 7, 11, 13]"
222,0-1__2__3-4__5-6__7__8__9-10__11__12-13__14__15,-0.01140788657,"[0, 3, 5, 9, 12]"
223,0__1-2__3__4-5__6-7__8__9-10__11__12-13__14__15,-0.011013170137,"[1, 4, 6, 9, 12]"
224,0-1__2__3-4__5__6-7__8-9__10__11-12__13__14__15,-0.010773286247,"[0, 3, 6, 8, 11]"
225,0-1__2__3-4__5-6__7-8__9-10__11__12__13__14__15,-0.010605252657,"[0, 3, 5, 7, 9]"
226,0-1__2__3__4__5-6__7__8__9__10-11__12-13__14-15,-0.010546043354,"[0, 5, 10, 12, 14]"
227,0-1__2__3__4__5-6__7-8__9__10-11__12__13__14-15,-0.009743409441,"[0, 5, 7, 10, 14]"
228,0__1-2__3-4__5-6__7__8__9-10__11__12-13__14__15,-0.009039391599,"[1, 3, 5, 9, 12]"
229,0__1__2-3__4-5__6-7__8-9__10-11__12__13__14__15,-0.008867271219,"[2, 4, 6, 8, 10]"
230,0__1__2__3-4__5__6-7__8-9__10-11__12-13__14__15,-0.008535504191,"[3, 6, 8, 10, 12]"
231,0__1-2__3-4__5__6-7__8-9__10__11-12__13__14__15,-0.008404791275,"[1, 3, 6, 8, 11]"
232,0__1-2__3-4__5-6__7-8__9-10__11__12__13__14__15,-0.008236757686,"[1, 3, 5, 7, 9]"
