k,partition_id,roles,predicted_rank,predicted_score,actual_nll,actual_delta_nll,merged_boundaries
5,0-1__2-3__4__5-6__7__8-9__10__11__12-13__14__15,['uniform_transfer'],218,-0.012974931863,5.399500863642986,1.1525201312724214,"[0, 2, 5, 8, 12]"
5,0-1__2-3__4__5-6__7__8__9__10__11-12__13__14-15,['uniform_transfer'],99,-0.06639722141,5.333278647149646,1.086297914779081,"[0, 2, 5, 11, 14]"
5,0-1__2-3__4__5__6-7__8__9-10__11__12__13__14-15,['target_top'],6,-0.134663636447,5.252900727683149,1.005919995312584,"[0, 2, 6, 9, 14]"
5,0-1__2-3__4__5__6__7__8__9-10__11-12__13-14__15,['uniform_transfer'],303,0.02675078579,5.461496724178131,1.2145159918075663,"[0, 2, 9, 11, 13]"
5,0-1__2__3-4__5-6__7__8__9__10-11__12__13__14-15,['uniform_transfer'],214,-0.014605259218,5.4147998114368665,1.1678190790663017,"[0, 3, 5, 10, 14]"
5,0-1__2__3-4__5__6-7__8__9__10-11__12-13__14__15,['uniform_transfer'],295,0.023468683286,5.476323611575488,1.229342879204923,"[0, 3, 6, 10, 12]"
5,0-1__2__3-4__5__6__7-8__9__10__11-12__13-14__15,['uniform_transfer'],398,0.082215734373,5.602284598793336,1.355303866422771,"[0, 3, 7, 11, 13]"
5,0-1__2__3-4__5__6__7__8__9-10__11-12__13__14-15,['uniform_transfer'],309,0.028412031445,5.4759580438787285,1.2289773115081637,"[0, 3, 9, 11, 14]"
5,0-1__2__3__4-5__6__7-8__9__10-11__12-13__14__15,['target_bottom'],461,0.183171560936,5.695957044002947,1.4489763116323822,"[0, 4, 7, 10, 12]"
5,0-1__2__3__4-5__6__7__8-9__10-11__12-13__14__15,['target_bottom'],459,0.175325802142,5.679334803643697,1.4323540712731324,"[0, 4, 8, 10, 12]"
5,0-1__2__3__4-5__6__7__8-9__10-11__12__13-14__15,['uniform_transfer'],447,0.129889386608,5.6907546942068565,1.4437739618362917,"[0, 4, 8, 10, 13]"
5,0-1__2__3__4__5-6__7__8__9-10__11-12__13-14__15,['uniform_transfer'],147,-0.044882213249,5.3469671555162055,1.0999864231456407,"[0, 5, 9, 11, 13]"
5,0-1__2__3__4__5__6__7-8__9-10__11-12__13-14__15,['uniform_transfer'],357,0.056205753108,5.481115944341248,1.234135211970683,"[0, 7, 9, 11, 13]"
5,0-1__2__3__4__5__6__7-8__9__10-11__12-13__14-15,['uniform_transfer'],415,0.090541923003,5.516157646216489,1.2691769138459241,"[0, 7, 10, 12, 14]"
5,0__1-2__3-4__5-6__7-8__9-10__11__12__13__14__15,['target_middle'],232,-0.008236757686,5.423699825972989,1.1767190936024239,"[1, 3, 5, 7, 9]"
5,0__1-2__3-4__5-6__7__8__9__10__11-12__13-14__15,['uniform_transfer'],209,-0.016503737012,5.437586679020469,1.190605946649904,"[1, 3, 5, 11, 13]"
5,0__1-2__3-4__5__6-7__8-9__10__11-12__13__14__15,['target_middle'],231,-0.008404791275,5.428341868802367,1.1813611364318017,"[1, 3, 6, 8, 11]"
5,0__1-2__3-4__5__6-7__8__9-10__11-12__13__14__15,['uniform_transfer'],187,-0.031430863523,5.402097347777843,1.1551166154072785,"[1, 3, 6, 9, 11]"
5,0__1-2__3-4__5__6__7-8__9__10-11__12-13__14__15,['target_bottom'],458,0.15721948953,5.723053461412298,1.476072729041733,"[1, 3, 7, 10, 12]"
5,0__1-2__3__4-5__6-7__8__9-10__11-12__13__14__15,['uniform_transfer'],248,-0.003110297145,5.437098125558445,1.1901173931878803,"[1, 4, 6, 9, 11]"
5,0__1-2__3__4-5__6__7-8__9__10-11__12-13__14__15,"['target_bottom', 'uniform_transfer']",462,0.185540055908,5.7114707470406305,1.4644900146700657,"[1, 4, 7, 10, 12]"
5,0__1-2__3__4-5__6__7__8-9__10-11__12-13__14__15,['target_bottom'],460,0.177694297113,5.68922845079752,1.4422477184269553,"[1, 4, 8, 10, 12]"
5,0__1-2__3__4-5__6__7__8-9__10__11__12-13__14-15,['uniform_transfer'],382,0.074224292051,5.5597415925936735,1.3127608602231087,"[1, 4, 8, 12, 14]"
5,0__1-2__3__4__5-6__7__8-9__10__11__12-13__14-15,['uniform_transfer'],129,-0.050322390906,5.3705830765143405,1.1236023441437757,"[1, 5, 8, 12, 14]"
5,0__1-2__3__4__5-6__7__8__9-10__11-12__13__14-15,['uniform_transfer'],102,-0.065445590163,5.35866243375478,1.1116817013842155,"[1, 5, 9, 11, 14]"
5,0__1-2__3__4__5-6__7__8__9__10-11__12-13__14-15,['target_middle'],233,-0.008177548382,5.399674382027992,1.1526936496574276,"[1, 5, 10, 12, 14]"
5,0__1__2-3__4-5__6-7__8-9__10-11__12__13__14__15,"['target_middle', 'uniform_transfer']",229,-0.008867271219,5.409435043819722,1.1624543114491575,"[2, 4, 6, 8, 10]"
5,0__1__2-3__4-5__6-7__8__9-10__11__12__13__14-15,['target_top'],4,-0.13536334853,5.280809257969712,1.033828525599147,"[2, 4, 6, 9, 14]"
5,0__1__2-3__4-5__6-7__8__9__10-11__12__13__14-15,['uniform_transfer'],91,-0.070192433757,5.335382850755112,1.088402118384547,"[2, 4, 6, 10, 14]"
5,0__1__2-3__4-5__6-7__8__9__10__11-12__13-14__15,['uniform_transfer'],77,-0.074459406523,5.327640282210483,1.0806595498399183,"[2, 4, 6, 11, 13]"
5,0__1__2-3__4-5__6-7__8__9__10__11__12-13__14-15,['uniform_transfer'],25,-0.1052941514,5.292722269936391,1.045741537565826,"[2, 4, 6, 12, 14]"
5,0__1__2-3__4__5-6__7-8__9-10__11__12__13__14-15,"['target_top', 'uniform_transfer']",10,-0.128527720214,5.278863525110955,1.0318827927403902,"[2, 5, 7, 9, 14]"
5,0__1__2-3__4__5-6__7__8__9-10__11__12-13__14-15,['target_top'],7,-0.129330354127,5.255201980631838,1.0082212482612736,"[2, 5, 9, 12, 14]"
5,0__1__2-3__4__5__6-7__8-9__10__11-12__13__14-15,['target_top'],9,-0.128695753804,5.245005800111087,0.9980250677405218,"[2, 6, 8, 11, 14]"
5,0__1__2-3__4__5__6-7__8-9__10__11__12-13__14-15,['target_top'],3,-0.136598626795,5.285350006230299,1.0383692738597343,"[2, 6, 8, 12, 14]"
5,0__1__2-3__4__5__6-7__8__9-10__11-12__13-14__15,['target_top'],8,-0.128789954166,5.282732492318251,1.0357517599476864,"[2, 6, 9, 11, 13]"
5,0__1__2-3__4__5__6-7__8__9-10__11-12__13__14-15,['target_top'],2,-0.151721826052,5.222163218090844,0.9751824857202793,"[2, 6, 9, 11, 14]"
5,0__1__2-3__4__5__6-7__8__9-10__11__12-13__14-15,['target_top'],1,-0.159624699043,5.259350515181018,1.0123697828104534,"[2, 6, 9, 12, 14]"
5,0__1__2-3__4__5__6__7-8__9__10-11__12-13__14-15,['uniform_transfer'],321,0.036928527002,5.487198941518834,1.240218209148269,"[2, 7, 10, 12, 14]"
5,0__1__2__3-4__5-6__7-8__9__10-11__12__13-14__15,['uniform_transfer'],212,-0.015831816015,5.4453747498557945,1.1983940174852297,"[3, 5, 7, 10, 13]"
5,0__1__2__3-4__5__6-7__8-9__10-11__12-13__14__15,['target_middle'],230,-0.008535504191,5.4369576949178295,1.1899769625472647,"[3, 6, 8, 10, 12]"
5,0__1__2__3-4__5__6-7__8-9__10__11-12__13-14__15,['uniform_transfer'],59,-0.081170764377,5.354179419613537,1.1071986872429722,"[3, 6, 8, 11, 13]"
5,0__1__2__3-4__5__6-7__8__9-10__11__12-13__14-15,['target_top'],5,-0.135031581502,5.302986990554825,1.0560062581842597,"[3, 6, 9, 12, 14]"
5,0__1__2__3__4-5__6-7__8-9__10-11__12-13__14__15,['uniform_transfer'],282,0.019785062186,5.4852977582086915,1.2383170258381266,"[4, 6, 8, 10, 12]"
5,0__1__2__3__4-5__6-7__8-9__10__11-12__13__14-15,['uniform_transfer'],71,-0.075782069885,5.420854146179916,1.1738734138093507,"[4, 6, 8, 11, 14]"
5,0__1__2__3__4-5__6__7-8__9-10__11__12-13__14-15,['uniform_transfer'],297,0.024671296148,5.4991903225813905,1.2522095902108257,"[4, 7, 9, 12, 14]"
5,0__1__2__3__4__5-6__7__8-9__10-11__12-13__14-15,['uniform_transfer'],155,-0.042550230832,5.386364336004472,1.139383603633907,"[5, 8, 10, 12, 14]"
