condition,kind,split,nll,delta_nll,ci95_low,ci95_high
derangement-09,local-chunk-derangement,confirmation,4.204234524090152,0.06787882102899179,0.06614722495432943,0.06960000513354317
derangement-10,local-chunk-derangement,discovery,4.318241192098936,0.07053774100011889,0.068504600727465,0.0726473791524768
derangement-10,local-chunk-derangement,confirmation,4.203591108555202,0.06723540549404117,0.06552893669577316,0.06903624113183468
derangement-11,local-chunk-derangement,discovery,4.317902034095772,0.07019858299695425,0.06828700489131734,0.0721707372693345
derangement-11,local-chunk-derangement,confirmation,4.203170981924555,0.06681527886339467,0.0650873244390823,0.0684935019351542
derangement-12,local-chunk-derangement,discovery,4.3174016375462445,0.06969818644742709,0.06774555202573537,0.07166259409859776
derangement-12,local-chunk-derangement,confirmation,4.203509766102303,0.06715406304114246,0.06549183364259079,0.06885999337537214
derangement-13,local-chunk-derangement,discovery,4.317762600944422,0.0700591498456049,0.06815016005421057,0.07205920019187033
derangement-13,local-chunk-derangement,confirmation,4.203439104708525,0.06708340164736448,0.06534935856470839,0.06880262289196253
derangement-14,local-chunk-derangement,discovery,4.317945163387474,0.07024171228865672,0.06826609099516645,0.07222602459369228
derangement-14,local-chunk-derangement,confirmation,4.204320959331703,0.06796525627054262,0.06630510841496288,0.06966350512811914
derangement-15,local-chunk-derangement,discovery,4.315752131032338,0.06804867993352026,0.06607772284187377,0.07006282438524067
derangement-15,local-chunk-derangement,confirmation,4.201217098553043,0.06486139549188241,0.06314447737531736,0.06660850520711392
derangement-16,local-chunk-derangement,discovery,4.319888812239452,0.0721853611406349,0.07013503140769899,0.07429925968172028
derangement-16,local-chunk-derangement,confirmation,4.205729050137547,0.06937334707638687,0.06770092130172997,0.07114223123062402
derangement-17,local-chunk-derangement,discovery,4.320776229030575,0.07307277793175793,0.07107064737938344,0.0751398820313625
derangement-17,local-chunk-derangement,confirmation,4.2065923766306765,0.07023667356951613,0.06853159550810232,0.07194901976035908
derangement-18,local-chunk-derangement,discovery,4.3194646033606805,0.07176115226186308,0.06968339278828353,0.07389181506587192
derangement-18,local-chunk-derangement,confirmation,4.20480319738155,0.06844749432038988,0.06678948861081153,0.07009305977262556
derangement-19,local-chunk-derangement,discovery,4.3188705052798095,0.07116705418099212,0.06905956667615101,0.07336891011800617
derangement-19,local-chunk-derangement,confirmation,4.204164843405446,0.06780914034428598,0.0661180603899993,0.06952363721793517
derangement-20,local-chunk-derangement,discovery,4.317485431305707,0.06978198020688975,0.06777673020260408,0.07183637511916459
derangement-20,local-chunk-derangement,confirmation,4.202763361665161,0.06640765860400055,0.06470632550772279,0.06810940003488213
derangement-21,local-chunk-derangement,discovery,4.3183171863313525,0.07061373523253511,0.06863281113328412,0.07263737453613431
derangement-21,local-chunk-derangement,confirmation,4.2039273715089145,0.06757166844775409,0.06589819649234414,0.06929406081326306
derangement-22,local-chunk-derangement,discovery,4.317267330277817,0.06956387917899942,0.06760844129603356,0.07157362853176892
derangement-22,local-chunk-derangement,confirmation,4.202690104934827,0.06633440187366624,0.06469878308707848,0.06802367869531736
derangement-23,local-chunk-derangement,discovery,4.31834947375375,0.07064602265493214,0.06849382282234728,0.07280766825424508
derangement-23,local-chunk-derangement,confirmation,4.2039037673704085,0.06754806430924809,0.06583826674614102,0.06928224533330649
derangement-24,local-chunk-derangement,discovery,4.31790886549889,0.070205414400073,0.0681103959097527,0.07229294285643846
derangement-24,local-chunk-derangement,confirmation,4.204025865183781,0.06767016212262078,0.06593572159763425,0.0694320949842222
derangement-25,local-chunk-derangement,discovery,4.319568412627875,0.07186496152905786,0.06976868474157527,0.07398959640413523
derangement-25,local-chunk-derangement,confirmation,4.204794046116715,0.06843834305555418,0.06676104533253238,0.07013008538633585
derangement-26,local-chunk-derangement,discovery,4.318714606097716,0.07101115499889854,0.0691807275172323,0.07291027636965737
derangement-26,local-chunk-derangement,confirmation,4.20499273292713,0.06863702986596998,0.06699677767464891,0.07027986530447379
derangement-27,local-chunk-derangement,discovery,4.317755723861889,0.07005227276307124,0.06810590841341764,0.07200230240123347
derangement-27,local-chunk-derangement,confirmation,4.204332399694568,0.06797669663340766,0.06629485683515668,0.06966959126293659
derangement-28,local-chunk-derangement,discovery,4.317824391675485,0.0701209405766674,0.06808005229104311,0.07220516408560798
derangement-28,local-chunk-derangement,confirmation,4.202987958492305,0.06663225543114493,0.06489397543482482,0.06837339812191204
derangement-29,local-chunk-derangement,discovery,4.317183064342361,0.06947961324354335,0.06743725205305964,0.07160434266552329
derangement-29,local-chunk-derangement,confirmation,4.202563317523557,0.06620761446239687,0.06455540813039988,0.06786307243164628
derangement-30,local-chunk-derangement,discovery,4.319112195996595,0.07140874489777715,0.0693935870542191,0.0734634127584286
derangement-30,local-chunk-derangement,confirmation,4.205050422299292,0.06869471923813197,0.06695622353581712,0.07047261593397706
derangement-31,local-chunk-derangement,discovery,4.319227164558418,0.07152371345960074,0.06962804006179794,0.07347799629205838
derangement-31,local-chunk-derangement,confirmation,4.205930939168175,0.06957523610701433,0.06789846894098446,0.07128303467761725
