k,partition_id,roles,predicted_rank,predicted_score,actual_nll,actual_delta_nll,merged_boundaries
6,0-1__2-3__4__5-6__7__8-9__10__11-12__13__14-15,['uniform_transfer'],51,-0.053831387038,5.986408655477992,1.739427923107427,"[0, 2, 5, 8, 11, 14]"
6,0-1__2-3__4__5-6__7__8__9-10__11-12__13-14__15,['uniform_transfer'],49,-0.0539255874,5.908618447834212,1.6616377154636472,"[0, 2, 5, 9, 11, 13]"
6,0-1__2-3__4__5-6__7__8__9__10-11__12-13__14-15,['target_middle'],103,-0.019589417505,5.979016520294159,1.7320357879235946,"[0, 2, 5, 10, 12, 14]"
6,0-1__2-3__4__5__6-7__8-9__10__11-12__13-14__15,['uniform_transfer'],32,-0.061193860067,6.006316102961058,1.7593353705904935,"[0, 2, 6, 8, 11, 13]"
6,0-1__2-3__4__5__6-7__8-9__10__11-12__13__14-15,['uniform_transfer'],17,-0.084125731953,5.940108127724507,1.693127395353942,"[0, 2, 6, 8, 11, 14]"
6,0-1__2-3__4__5__6-7__8-9__10__11__12-13__14-15,['target_top'],8,-0.092028604944,5.982734330588422,1.7357535982178574,"[0, 2, 6, 8, 12, 14]"
6,0-1__2-3__4__5__6-7__8__9-10__11-12__13__14-15,['target_top'],5,-0.107151804201,5.866786788052944,1.6198060556823792,"[0, 2, 6, 9, 11, 14]"
6,0-1__2-3__4__5__6-7__8__9-10__11__12-13__14-15,"['target_top', 'uniform_transfer']",2,-0.115054677192,5.909478739442947,1.662498007072382,"[0, 2, 6, 9, 12, 14]"
6,0-1__2__3-4__5-6__7-8__9-10__11__12__13-14__15,['uniform_transfer'],70,-0.036432708937,6.025483449766247,1.778502717395682,"[0, 3, 5, 7, 9, 13]"
6,0-1__2__3-4__5__6-7__8-9__10-11__12-13__14__15,['uniform_transfer'],154,0.036034517659,6.196988737827872,1.950008005457307,"[0, 3, 6, 8, 10, 12]"
6,0-1__2__3-4__5__6-7__8-9__10-11__12__13__14-15,['uniform_transfer'],76,-0.032333769761,6.080193061399786,1.8332123290292213,"[0, 3, 6, 8, 10, 14]"
6,0-1__2__3-4__5__6-7__8__9-10__11__12-13__14-15,['target_top'],10,-0.090461559652,6.004339865109322,1.757359132738757,"[0, 3, 6, 9, 12, 14]"
6,0-1__2__3-4__5__6__7-8__9__10-11__12-13__14-15,['uniform_transfer'],199,0.106091666393,6.390559444446135,2.14357871207557,"[0, 3, 7, 10, 12, 14]"
6,0-1__2__3__4-5__6-7__8-9__10__11-12__13-14__15,['uniform_transfer'],110,-0.008280176149,6.170530697700448,1.923549965329883,"[0, 4, 6, 8, 11, 13]"
6,0-1__2__3__4-5__6-7__8-9__10__11-12__13__14-15,['uniform_transfer'],78,-0.031212048035,6.216282394274939,1.9693016619043737,"[0, 4, 6, 8, 11, 14]"
6,0-1__2__3__4-5__6__7-8__9__10-11__12-13__14-15,['target_bottom'],207,0.134412232771,6.452331332284102,2.2053505999135368,"[0, 4, 7, 10, 12, 14]"
6,0-1__2__3__4__5-6__7-8__9-10__11-12__13__14-15,['uniform_transfer'],61,-0.047402491968,6.015659850596916,1.768679118226351,"[0, 5, 7, 9, 11, 14]"
6,0__1-2__3-4__5-6__7-8__9-10__11__12__13-14__15,['uniform_transfer'],74,-0.034064213965,6.120208494124874,1.8732277617543094,"[1, 3, 5, 7, 9, 13]"
6,0__1-2__3-4__5-6__7-8__9__10__11-12__13__14-15,['target_middle'],105,-0.019024015731,6.168047600128085,1.9210668677575198,"[1, 3, 5, 7, 11, 14]"
6,0__1-2__3-4__5-6__7__8-9__10__11-12__13-14__15,['uniform_transfer'],116,-0.003937902639,6.1653643978189745,1.9183836654484097,"[1, 3, 5, 8, 11, 13]"
6,0__1-2__3-4__5-6__7__8__9-10__11__12-13__14-15,['uniform_transfer'],40,-0.057798719765,6.0502547173672525,1.8032739849966877,"[1, 3, 5, 9, 12, 14]"
6,0__1-2__3-4__5__6-7__8-9__10-11__12-13__14__15,['uniform_transfer'],155,0.038403012631,6.273734892568281,2.026754160197716,"[1, 3, 6, 8, 10, 12]"
6,0__1-2__3-4__5__6-7__8-9__10__11-12__13-14__15,['uniform_transfer'],73,-0.034232247555,6.145473009446966,1.898492277076401,"[1, 3, 6, 8, 11, 13]"
6,0__1-2__3-4__5__6-7__8__9__10-11__12-13__14-15,['uniform_transfer'],99,-0.022922149908,6.159580295969198,1.9125995635986328,"[1, 3, 6, 10, 12, 14]"
6,0__1-2__3__4-5__6-7__8-9__10__11__12-13__14-15,['uniform_transfer'],68,-0.036746426054,6.15369625128842,1.9067155189178555,"[1, 4, 6, 8, 12, 14]"
