condition,kind,split,nll,delta_nll,ci95_low,ci95_high
misalign-g7-from-c0,single-local-misalignment,discovery,4.250612794478967,0.0029093433801499202,0.002630529063753784,0.003191156394314021
misalign-g7-from-c0,single-local-misalignment,confirmation,4.139237364249728,0.0028816611885673638,0.0025853462750092147,0.0031691759591922163
misalign-g7-from-c1,single-local-misalignment,discovery,4.251343252605241,0.0036398015064236233,0.0033284067176282406,0.003953179717063904
misalign-g7-from-c1,single-local-misalignment,confirmation,4.140066449360181,0.003710746299020684,0.003388677933253348,0.004037105455063283
misalign-g7-from-c2,single-local-misalignment,discovery,4.250811529299381,0.003108078200563469,0.002804115577600896,0.003412253758870065
misalign-g7-from-c2,single-local-misalignment,confirmation,4.1395764113171705,0.003220708256010063,0.002899505686946213,0.0035382889094762496
misalign-g7-from-c3,single-local-misalignment,discovery,4.250781147361152,0.0030776962623342285,0.002783743431791663,0.0033732476527802645
misalign-g7-from-c3,single-local-misalignment,confirmation,4.139451794144229,0.0030960910830684085,0.002777573768980801,0.0034244701964780684
misalign-g7-from-c4,single-local-misalignment,discovery,4.250850446762577,0.003146995663759533,0.002841740660369396,0.0034518526517786086
misalign-g7-from-c4,single-local-misalignment,confirmation,4.139544486067279,0.0031887830061183564,0.0028784248977899553,0.003502517892047763
misalign-g7-from-c5,single-local-misalignment,discovery,4.250548942580834,0.0028454914820166266,0.0025800404720939694,0.0031204322585836053
misalign-g7-from-c5,single-local-misalignment,confirmation,4.139092381515577,0.002736678454416719,0.0024385349010117353,0.0030321363825351
misalign-g7-from-c6,single-local-misalignment,discovery,4.251065562780535,0.0033621116817172947,0.003048321569804102,0.003673579532187432
misalign-g7-from-c6,single-local-misalignment,confirmation,4.139652760730344,0.003297057669183978,0.002981945255305618,0.0036207463359460234
