split,step,candidate_id,boundary,delta_nll
discovery,2000,remove-14,14,0.03558127085367868
discovery,3000,remove-00,0,0.05297773534601369
discovery,3000,remove-01,1,0.05452484725624007
discovery,3000,remove-02,2,0.061431133851976405
discovery,3000,remove-03,3,0.05307349944277817
discovery,3000,remove-04,4,0.05430742862287463
discovery,3000,remove-05,5,0.05639126806548145
discovery,3000,remove-06,6,0.04919373604559141
discovery,3000,remove-07,7,0.04383099417066472
discovery,3000,remove-08,8,0.04560409473184279
discovery,3000,remove-09,9,0.04829966031444588
discovery,3000,remove-10,10,0.04809628483836548
discovery,3000,remove-11,11,0.04696060602033292
discovery,3000,remove-12,12,0.05209720076470514
discovery,3000,remove-13,13,0.06718716430291138
discovery,3000,remove-14,14,0.05032707915394585
confirmation,1000,remove-00,0,0.009902007418993719
confirmation,1000,remove-01,1,0.010570394678199868
confirmation,1000,remove-02,2,0.010603441870457253
confirmation,1000,remove-03,3,0.009215310172251634
confirmation,1000,remove-04,4,0.007944174642553925
confirmation,1000,remove-05,5,0.010997033888294538
confirmation,1000,remove-06,6,0.013355281229476823
confirmation,1000,remove-07,7,0.01026024590023411
confirmation,1000,remove-08,8,0.00843774584847612
confirmation,1000,remove-09,9,0.011392172946725232
confirmation,1000,remove-10,10,0.008827436471381844
confirmation,1000,remove-11,11,0.009676271869290431
confirmation,1000,remove-12,12,0.013590636024960467
confirmation,1000,remove-13,13,0.013508056032809357
confirmation,1000,remove-14,14,0.01168746752473293
confirmation,1500,remove-00,0,0.03017483615222627
confirmation,1500,remove-01,1,0.02764065687490902
confirmation,1500,remove-02,2,0.027466598260903474
confirmation,1500,remove-03,3,0.024146999664902857
confirmation,1500,remove-04,4,0.024802442403366598
confirmation,1500,remove-05,5,0.025823699414205592
confirmation,1500,remove-06,6,0.02699769160847687
confirmation,1500,remove-07,7,0.0299925631675082
confirmation,1500,remove-08,8,0.027648505810302204
confirmation,1500,remove-09,9,0.025623174706511875
confirmation,1500,remove-10,10,0.025085025518870374
confirmation,1500,remove-11,11,0.026707932163660075
confirmation,1500,remove-12,12,0.03321819687635408
confirmation,1500,remove-13,13,0.035203523533318126
confirmation,1500,remove-14,14,0.03176508061697003
confirmation,2000,remove-00,0,0.03585963841174511
confirmation,2000,remove-01,1,0.03253203100239954
confirmation,2000,remove-02,2,0.03314510421902117
confirmation,2000,remove-03,3,0.02614903380094802
confirmation,2000,remove-04,4,0.03066761216343572
confirmation,2000,remove-05,5,0.03729862994345989
confirmation,2000,remove-06,6,0.03577476232981791
confirmation,2000,remove-07,7,0.03882863025161942
confirmation,2000,remove-08,8,0.036159128504182014
confirmation,2000,remove-09,9,0.036975897885021425
confirmation,2000,remove-10,10,0.03162000885457239
confirmation,2000,remove-11,11,0.02674068943146768
confirmation,2000,remove-12,12,0.03204095258740747
confirmation,2000,remove-13,13,0.03557622234609248
confirmation,2000,remove-14,14,0.03523896563204687
confirmation,3000,remove-00,0,0.05540814823885176
confirmation,3000,remove-01,1,0.05744968854320609
confirmation,3000,remove-02,2,0.064205649311591
confirmation,3000,remove-03,3,0.05382839092877356
confirmation,3000,remove-04,4,0.05576516596103298
confirmation,3000,remove-05,5,0.05769736792451541
confirmation,3000,remove-06,6,0.050012161538281585
confirmation,3000,remove-07,7,0.04561553882363922
confirmation,3000,remove-08,8,0.04727345827387941
confirmation,3000,remove-09,9,0.049237249883388845
confirmation,3000,remove-10,10,0.04808879807547717
confirmation,3000,remove-11,11,0.0481678267261727
confirmation,3000,remove-12,12,0.05383488299909578
confirmation,3000,remove-13,13,0.06940834077106084
confirmation,3000,remove-14,14,0.05158480404642196
